w,l,wl,srs_adj,sos_adj,ap_pre,ap_high,ap_final,adj_ncaa
21,8,0.724,56.49,28.42,0,0.667,0.6,0.587
22,8,0.733,57.07,28.42,0,0.4,0.233,0.36
18,10,0.643,58.22,28.42,0,0,0,0
26,7,0.788,62.09,28.42,0,0.8,0.467,0.587
13,16,0.448,46.6,28.43,0,0,0,0
20,10,0.667,53.68,28.43,0,0,0,0
23,13,0.639,55.09,28.43,0,0,0,0
8,13,0.381,45.18,28.44,0,0,0,0
14,12,0.538,46.57,28.44,0,0,0,0
17,15,0.531,47.96,28.44,0,0,0,0
11,14,0.44,50.75,28.44,0,0,0,0
15,12,0.556,51.79,28.44,0,0,0,0
29,1,0.967,64.92,28.44,1,1,1,1
10,14,0.417,36,28.45,0,0,0,0
7,17,0.292,45.22,28.45,0,0,0,0
9,22,0.29,45.91,28.45,0,0,0,0
16,14,0.533,49.23,28.45,0,0,0,0
10,11,0.476,51.43,28.45,0,0.667,0,0
17,13,0.567,51.45,28.45,0,0,0,0
16,15,0.516,52.76,28.45,0,0,0,0
23,9,0.719,59.75,28.45,0,0.7,0,0.714
7,17,0.292,38.46,28.46,0,0,0,0
7,19,0.269,40.05,28.46,0,0,0,0
12,18,0.4,44.76,28.46,0,0,0,0
14,14,0.5,47.86,28.46,0,0,0,0
16,11,0.593,49.98,28.46,0,0,0,0
14,16,0.467,50.44,28.46,0.233,0.267,0,0
24,9,0.727,54.62,28.46,0,0.6,0,0.36
26,8,0.765,57.34,28.46,0,0.733,0.6,0.36
24,9,0.727,58.68,28.46,0,0.367,0,0.36
23,11,0.676,59.42,28.46,0.533,0.8,0,0.36
17,5,0.773,61.42,28.46,0,0.933,0.433,0
23,5,0.821,61.62,28.46,0.933,0.933,0.733,0
6,17,0.261,41.74,28.47,0,0,0,0
10,14,0.417,48.45,28.47,0,0,0,0
15,12,0.556,50.54,28.47,0,0,0,0
18,9,0.667,51.64,28.47,0,0,0,0
19,9,0.679,54.2,28.47,0,0,0,0.26
23,11,0.676,56.84,28.47,0.4,0.467,0.467,0.36
9,16,0.36,45.77,28.48,0,0,0,0
13,12,0.52,49.03,28.48,0,0,0,0
21,12,0.636,51.7,28.48,0,0,0,0.26
14,17,0.452,52.19,28.48,0,0,0,0
4,22,0.154,37.92,28.49,0,0,0,0
7,16,0.304,41.85,28.49,0,0,0,0
15,14,0.517,48.81,28.49,0,0,0,0
16,17,0.485,50.25,28.49,0,0,0,0
16,15,0.516,50.49,28.49,0.7,0.8,0,0
20,13,0.606,53.01,28.49,0,0,0,0
28,3,0.903,60.72,28.49,0.767,0.967,0.9,0.851
12,16,0.429,46.39,28.5,0,0,0,0
12,16,0.429,49.02,28.5,0,0,0,0
13,11,0.542,51.42,28.5,0,0.633,0.633,0.587
17,14,0.548,53.68,28.5,0,0.4,0,0
24,8,0.75,55.74,28.5,0,0.433,0.433,0.587
20,11,0.645,61.25,28.5,0.533,0.7,0,0
13,11,0.542,50.31,28.51,0,0,0,0
17,8,0.68,50.45,28.51,0,0.8,0,0
18,13,0.581,52.06,28.51,0,0,0,0
17,14,0.548,53.83,28.51,0,0,0,0
13,11,0.542,54.02,28.51,0.4,0.433,0,0
23,11,0.676,56.56,28.51,0.633,0.667,0,0.36
17,11,0.607,58.06,28.51,0,0,0,0
7,23,0.233,44.07,28.52,0,0,0,0
12,14,0.462,45.12,28.52,0,0,0,0
13,15,0.464,45.66,28.52,0,0,0,0
11,13,0.458,46.11,28.52,0,0,0,0
12,16,0.429,50.25,28.52,0,0,0,0
18,12,0.6,51.84,28.52,0,0,0,0
16,7,0.696,52.12,28.52,0,0.5,0,0
20,10,0.667,54.2,28.52,0,0,0,0.36
9,18,0.333,42.64,28.53,0,0,0,0
19,11,0.633,51.84,28.53,0,0,0,0
18,15,0.545,53.02,28.53,0,0,0,0
18,9,0.667,53.42,28.53,0,0,0,0
24,8,0.75,58.89,28.53,0,0.433,0,0.587
9,21,0.3,43.85,28.54,0,0,0,0
13,18,0.419,44.15,28.54,0,0,0,0
12,15,0.444,46.89,28.54,0,0,0,0
13,15,0.464,48.42,28.54,0,0,0,0
12,14,0.462,49.85,28.54,0,0,0,0
13,14,0.481,50.36,28.54,0,0,0,0
27,9,0.75,55,28.54,0,0.733,0,0.47
17,10,0.63,56.09,28.54,0,0,0,0
25,8,0.758,59.79,28.54,0.733,0.8,0,0.26
26,4,0.867,60.79,28.54,0,0.9,0.767,0.36
15,17,0.469,49.32,28.55,0,0,0,0
17,11,0.607,55.42,28.55,0,0,0,0
17,14,0.548,57.23,28.55,0.433,0.633,0,0
30,9,0.769,58.69,28.55,0,0.533,0,0.851
22,5,0.815,61.1,28.55,0,0.9,0.867,0.714
37,2,0.949,67.13,28.55,0.867,1,1,0.851
8,17,0.32,31.73,28.56,0,0,0,0
8,23,0.258,41.4,28.56,0,0,0,0
9,18,0.333,43.11,28.56,0,0,0,0
11,15,0.423,47.36,28.56,0,0,0,0
19,12,0.613,51.44,28.56,0,0,0,0.26
19,14,0.576,54.92,28.56,0,0,0,0
17,13,0.567,56.7,28.56,0,0,0,0
26,10,0.722,56.8,28.56,0.533,0.567,0.2,0.36
28,8,0.778,57.8,28.56,0.667,0.833,0.8,0.587
26,9,0.743,59.42,28.56,0,0.233,0,0.47
22,10,0.688,59.68,28.56,0.767,0.8,0,0.924
18,12,0.6,50.79,28.57,0,0,0,0.26
14,18,0.438,51.31,28.57,0,0,0,0
22,14,0.611,52.9,28.57,0,0.433,0,0
22,10,0.688,54.96,28.57,0,0,0,0.36
20,11,0.645,54.99,28.57,0,0,0,0.26
23,10,0.697,58.06,28.57,0.667,0.867,0,0.26
20,4,0.833,58.95,28.57,0,0.8,0.8,0
15,16,0.484,48.58,28.58,0,0,0,0
22,8,0.733,53.85,28.58,0,0,0,0.26
13,9,0.591,53.94,28.58,0,0,0,0
25,10,0.714,59.61,28.58,0.333,0.667,0.667,0.36
5,27,0.156,39.65,28.59,0,0,0,0
12,16,0.429,46,28.59,0,0,0,0
19,13,0.594,51.01,28.59,0,0,0,0
15,12,0.556,51.7,28.59,0,0,0,0
19,12,0.613,53.08,28.59,0,0,0,0.36
21,12,0.636,54.44,28.59,0,0.233,0,0.36
24,10,0.706,54.53,28.59,0,0,0,0.36
22,10,0.688,55.93,28.59,0.5,0.5,0.3,0.36
21,9,0.7,57.25,28.59,0,0.667,0.667,0
23,12,0.657,58.51,28.59,0,0,0,0.47
5,22,0.185,31.4,28.6,0,0,0,0
14,15,0.483,47,28.6,0,0,0,0
9,17,0.346,48.61,28.6,0,0,0,0
11,17,0.393,49.22,28.6,0,0,0,0
16,13,0.552,50.29,28.6,0,0,0,0
16,10,0.615,53.15,28.6,0,0.533,0,0
21,13,0.618,53.74,28.6,0,0.233,0,0
19,12,0.613,54.3,28.6,0.6,0.633,0,0
13,13,0.5,54.65,28.6,0,0.367,0,0
20,5,0.8,60.9,28.6,0,0.833,0,0
8,22,0.267,42.71,28.61,0,0,0,0
10,14,0.417,45.47,28.61,0,0,0,0
8,16,0.333,45.55,28.61,0,0,0,0
9,18,0.333,46.05,28.61,0,0,0,0
12,20,0.375,46.16,28.61,0,0,0,0
13,18,0.419,47.42,28.61,0,0,0,0
18,15,0.545,49.37,28.61,0,0,0,0
19,14,0.576,53.53,28.61,0,0,0,0
20,9,0.69,54.09,28.61,0.6,0.667,0,0.36
21,12,0.636,55.51,28.61,0,0.367,0,0.36
25,7,0.781,57.81,28.61,0.433,0.533,0.5,0.714
15,13,0.536,51.09,28.62,0,0,0,0
12,10,0.545,51.94,28.62,0,0.5,0,0
17,10,0.63,52.09,28.62,0.533,0.533,0,0
23,11,0.676,55.79,28.62,0,0,0,0
14,13,0.519,58.02,28.62,0,0,0,0
20,11,0.645,60.62,28.62,0.533,0.533,0,0.26
5,18,0.217,38.95,28.63,0,0,0,0
7,20,0.259,42.92,28.63,0,0,0,0
20,13,0.606,54.76,28.63,0,0,0,0
19,7,0.731,55.26,28.63,0,0.633,0,0
22,10,0.688,59.02,28.63,0,0,0,0.26
22,11,0.667,59.71,28.63,0,0,0,0.36
14,16,0.467,47.52,28.64,0,0,0,0.26
13,19,0.406,48.03,28.64,0,0,0,0
16,10,0.615,50.59,28.64,0,0,0,0
16,13,0.552,52.7,28.64,0,0.233,0,0
17,12,0.586,53.4,28.64,0.367,0.367,0,0
19,13,0.594,54.72,28.64,0,0,0,0
22,10,0.688,59.31,28.64,0.4,0.467,0.2,0.26
33,5,0.868,66.58,28.64,0.567,0.9,0.9,0.851
9,18,0.333,45.08,28.65,0,0,0,0
12,14,0.462,49.24,28.65,0,0,0,0
16,18,0.471,51.02,28.65,0,0,0,0
16,8,0.667,53.65,28.65,0,0.633,0,0
22,13,0.629,53.8,28.65,0.5,0.5,0,0.36
21,12,0.636,55.36,28.65,0,0,0,0
23,11,0.676,57.02,28.65,0.367,0.533,0,0.47
17,12,0.586,55.83,28.66,0,0,0,0
20,12,0.625,57.15,28.66,0,0,0,0
26,6,0.813,61.68,28.66,0.467,0.9,0.5,0.587
9,19,0.321,44.61,28.67,0,0,0,0
13,11,0.542,49.26,28.67,0,0,0,0
10,11,0.476,51.17,28.67,0,0,0,0
16,17,0.485,52.94,28.67,0,0,0,0
21,12,0.636,56.67,28.67,0,0,0,0
8,12,0.4,44.83,28.68,0,0,0,0
11,16,0.407,45.86,28.68,0,0,0,0
23,13,0.639,53.6,28.68,0.567,0.767,0,0.587
19,8,0.704,54.45,28.68,0.767,0.767,0,0
21,14,0.6,55.9,28.68,0,0,0,0
19,12,0.613,56.3,28.68,0,0,0,0
23,12,0.657,57.15,28.68,0,0.267,0,0.26
1,3,0.25,37.24,28.69,0,0,0,0
3,18,0.143,40.43,28.69,0,0,0,0
11,21,0.344,43.27,28.69,0,0,0,0
14,13,0.519,49.16,28.69,0,0,0,0
11,11,0.5,50.65,28.69,0,0,0,0
12,12,0.5,52.07,28.69,0,0,0,0
17,14,0.548,52.34,28.69,0,0,0,0
19,9,0.679,54.88,28.69,0,0,0,0.714
26,5,0.839,54.93,28.69,0,0.667,0,0
20,11,0.645,55,28.69,0,0.633,0,0.587
19,12,0.613,55.02,28.69,0,0,0,0
20,10,0.667,56.08,28.69,0.6,0.6,0,0
10,22,0.313,49.21,28.7,0,0,0,0
13,11,0.542,50.5,28.7,0,0,0,0
22,10,0.688,53.75,28.7,0,0.533,0.233,0.36
20,12,0.625,54.82,28.7,0.667,0.9,0,0
22,11,0.667,56.58,28.7,0.4,0.4,0,0.26
8,17,0.32,33.59,28.71,0,0,0,0
8,20,0.286,44.97,28.71,0,0,0,0
9,13,0.409,45.96,28.71,0,0,0,0
17,13,0.567,48.8,28.71,0,0,0,0
13,17,0.433,48.8,28.71,0,0,0,0
14,15,0.483,53.26,28.71,0,0,0,0
22,7,0.759,58.46,28.71,0,0.933,0,0
25,5,0.833,62.46,28.71,0.967,1,0.967,0.714
6,19,0.24,40.15,28.72,0,0,0,0
13,16,0.448,47.81,28.72,0,0,0,0
13,14,0.481,48.95,28.72,0,0,0,0
16,14,0.533,49.69,28.72,0,0,0,0
11,10,0.524,49.99,28.72,0,0,0,0
23,14,0.622,53.35,28.72,0,0,0,0.36
14,13,0.519,53.38,28.72,0,0,0,0
16,10,0.615,53.95,28.72,0.367,0.467,0,0
19,12,0.613,55.37,28.72,0,0,0,0
22,7,0.759,57.48,28.72,0,0.567,0.567,0.587
31,5,0.861,61.22,28.72,0,0.9,0.9,0.36
28,1,0.966,65.01,28.72,0,1,1,1
13,19,0.406,45.75,28.73,0,0,0,0
10,21,0.323,46.66,28.73,0,0,0,0
13,11,0.542,50.99,28.73,0,0.767,0,0
20,11,0.645,54.54,28.73,0.567,0.833,0,0
26,8,0.765,55.85,28.73,0.4,0.733,0.6,0.36
19,15,0.559,56.87,28.73,0,0,0,0
20,6,0.769,57.12,28.73,0,0,0,0
19,13,0.594,57.89,28.73,0,0.667,0,0.26
25,11,0.694,58.03,28.73,0,0.567,0,0
9,17,0.346,42.29,28.74,0,0,0,0
13,14,0.481,49.51,28.74,0,0,0,0
13,14,0.481,49.55,28.74,0,0,0,0
17,14,0.548,50.09,28.74,0,0,0,0
12,16,0.429,50.54,28.74,0,0,0,0
16,12,0.571,51.85,28.74,0,0,0,0
20,10,0.667,53.76,28.74,0,0.533,0,0.36
21,13,0.618,54.32,28.74,0,0.3,0,0
26,11,0.703,56.94,28.74,0.333,0.367,0,0.587
25,11,0.694,59.9,28.74,0.367,0.433,0,0.36
25,7,0.781,62.76,28.74,0.433,0.833,0.667,0.36
12,16,0.429,46.86,28.75,0,0,0,0
20,6,0.769,53.21,28.75,0,0.533,0,0.26
22,12,0.647,57.85,28.75,0.333,0.333,0,0
26,5,0.839,60.3,28.75,0.733,0.967,0.9,0.851
26,7,0.788,61.21,28.75,0.467,0.833,0.6,0.36
8,20,0.286,46.74,28.76,0,0,0,0
10,18,0.357,48.67,28.76,0,0,0,0
20,12,0.625,51.81,28.76,0,0,0,0.26
14,18,0.438,52.38,28.76,0,0,0,0
15,10,0.6,53.57,28.76,0,0.567,0,0
25,6,0.806,55.43,28.76,0,1,0.7,0.924
22,9,0.71,57.44,28.76,0.667,0.9,0.433,0.587
29,8,0.784,59.96,28.76,0,0.8,0.7,0.714
28,7,0.8,60.79,28.76,0.3,0.833,0.767,0.36
4,24,0.143,36.9,28.77,0,0,0,0
13,18,0.419,45.48,28.77,0,0,0,0
16,11,0.593,46.82,28.77,0,0,0,0
14,12,0.538,49.32,28.77,0,0,0,0
23,12,0.657,55.38,28.77,0,0,0,0.26
21,9,0.7,56.71,28.77,0,0,0,0.26
29,5,0.853,66.64,28.77,0,0.967,0.9,0.587
8,16,0.333,41.46,28.78,0,0,0,0
7,20,0.259,42.22,28.78,0,0,0,0
9,12,0.429,47.86,28.78,0,0.7,0,0
13,10,0.565,50.5,28.78,0,0.567,0,0
11,20,0.355,50.59,28.78,0,0,0,0
15,9,0.625,51.11,28.78,0,0,0,0
19,8,0.704,52,28.78,0,0.567,0,0
10,15,0.4,43.29,28.79,0,0,0,0
11,14,0.44,46.25,28.79,0,0,0,0
18,14,0.563,52.59,28.79,0,0,0,0
22,10,0.688,53.77,28.79,0,0,0,0
21,6,0.778,56.92,28.79,0.733,0.8,0.6,0.26
20,9,0.69,58.86,28.79,0.433,0.5,0,0.36
21,7,0.75,61.09,28.79,0,0.733,0.433,0.26
29,1,0.967,76.57,28.79,1,1,0.967,1
9,17,0.346,44.69,28.8,0,0,0,0
15,16,0.484,50.86,28.8,0,0,0,0
22,13,0.629,53.64,28.8,0,0.733,0,0
20,12,0.625,54.19,28.8,0,0.4,0,0.36
20,13,0.606,55.32,28.8,0,0,0,0
20,8,0.714,56.98,28.8,0,0.5,0,0.36
9,17,0.346,43.98,28.81,0,0,0,0
14,15,0.483,45.62,28.81,0,0,0,0
14,11,0.56,49.68,28.81,0,0,0,0
15,13,0.536,52.97,28.81,0,0,0,0
17,14,0.548,53.13,28.81,0,0,0,0
23,6,0.793,58.8,28.81,0.433,0.867,0.633,0.36
26,9,0.743,60.36,28.81,0.7,0.9,0.333,0.587
30,7,0.811,63.3,28.81,0.867,0.867,0.833,0.924
11,16,0.407,46.29,28.82,0,0,0,0
13,15,0.464,48.19,28.82,0,0,0,0
12,17,0.414,48.96,28.82,0,0,0,0
20,9,0.69,51.56,28.82,0,0.8,0,0
19,12,0.613,53.41,28.82,0,0.5,0.4,0.587
17,14,0.548,54.06,28.82,0,0.767,0,0
21,11,0.656,56.11,28.82,0,0,0,0.26
23,11,0.676,61.4,28.82,0,0,0,0.36
34,3,0.919,61.97,28.82,0.2,0.9,0.833,0.587
24,5,0.828,63.94,28.82,0.9,0.967,0.867,0.714
9,17,0.346,40.51,28.83,0,0,0,0
11,16,0.407,45.9,28.83,0,0,0,0
19,9,0.679,47.67,28.83,0,0,0,0
20,15,0.571,51.76,28.83,0,0,0,0
18,10,0.643,54.88,28.83,0,0,0,0.26
16,12,0.571,55.9,28.83,0,0,0,0
24,10,0.706,56.62,28.83,0.4,0.4,0,0.714
26,9,0.743,59.68,28.83,0,0.467,0.467,0.587
6,21,0.222,41.39,28.84,0,0,0,0
8,14,0.364,44.76,28.84,0,0,0,0
13,15,0.464,50.91,28.84,0,0,0,0
22,10,0.688,53.07,28.84,0,0,0,0.36
18,12,0.6,53.29,28.84,0.233,0.333,0,0.36
22,15,0.595,53.58,28.84,0,0,0,0
21,13,0.618,53.91,28.84,0,0,0,0
24,10,0.706,55.33,28.84,0,0.567,0.567,0.26
13,12,0.52,41.15,28.85,0,0,0,0
16,10,0.615,44.86,28.85,0,0,0,0
15,13,0.536,53.11,28.85,0.567,0.633,0,0
14,14,0.5,53.4,28.85,0,0,0,0
16,10,0.615,50.36,28.86,0,0,0,0
14,12,0.538,50.72,28.86,0,0,0,0
17,13,0.567,53.14,28.86,0,0,0,0
19,11,0.633,53.51,28.86,0,0,0,0.36
14,11,0.56,55.76,28.86,0,0.4,0.4,0
20,10,0.667,60.51,28.86,0,0,0,0.26
28,6,0.824,63.83,28.86,0,0.867,0.767,0.587
10,19,0.345,45.6,28.87,0,0,0,0
9,18,0.333,46.26,28.87,0,0,0,0
13,11,0.542,50.75,28.87,0,0.4,0,0
16,11,0.593,51.02,28.87,0,0,0,0.26
15,16,0.484,52.22,28.87,0,0,0,0
19,13,0.594,54.49,28.87,0,0,0,0
21,10,0.677,55.35,28.87,0.533,0.7,0.3,0.587
19,9,0.679,56.38,28.87,0,0.433,0,0
25,5,0.833,58.39,28.87,0,0.933,0.567,0.36
10,18,0.357,43.62,28.88,0,0,0,0
11,17,0.393,46.93,28.88,0,0,0,0
14,18,0.438,47.72,28.88,0,0,0,0
11,16,0.407,48.99,28.88,0,0,0,0
14,15,0.483,52.98,28.88,0,0,0,0
21,15,0.583,54.48,28.88,0,0,0,0
27,7,0.794,62.53,28.88,0.7,0.8,0.633,0.587
28,2,0.933,69.03,28.88,0.9,1,0.967,1
7,25,0.219,36.95,28.89,0,0,0,0
6,20,0.231,43.21,28.89,0,0,0,0
10,17,0.37,44.44,28.89,0,0,0,0
12,19,0.387,45.24,28.89,0,0,0,0
7,17,0.292,45.73,28.89,0,0,0,0
10,12,0.455,49.49,28.89,0,0,0,0
20,12,0.625,52.14,28.89,0,0.4,0,0.26
19,12,0.613,53.47,28.89,0,0,0,0.26
25,9,0.735,56.59,28.89,0.333,0.367,0,0.714
9,18,0.333,42.87,28.9,0,0,0,0
9,22,0.29,45.95,28.9,0,0,0,0
14,15,0.483,47.9,28.9,0,0,0,0
15,17,0.469,50.92,28.9,0,0,0,0
19,14,0.576,52.63,28.9,0,0,0,0
17,11,0.607,55.91,28.9,0.2,0.233,0,0.26
20,15,0.571,57.7,28.9,0,0,0,0
1,25,0.038,30.69,28.91,0,0,0,0
10,17,0.37,48.84,28.91,0,0,0,0
12,16,0.429,49.1,28.91,0,0,0,0
17,15,0.531,50.27,28.91,0,0,0,0
17,13,0.567,52.16,28.91,0,0,0,0
18,13,0.581,52.17,28.91,0,0,0,0
20,13,0.606,54.64,28.91,0,0,0,0
18,11,0.621,54.71,28.91,0,0.5,0,0
23,11,0.676,57.49,28.91,0,0.3,0,0.587
25,11,0.694,57.55,28.91,0.5,0.633,0,0.36
21,9,0.7,58.09,28.91,0.733,0.733,0.367,0.36
6,22,0.214,42.3,28.92,0,0,0,0
8,20,0.286,42.79,28.92,0,0,0,0
8,14,0.364,43.97,28.92,0,0,0,0
11,16,0.407,44.67,28.92,0,0,0,0
14,17,0.452,48.54,28.92,0.3,0.3,0,0
16,15,0.516,51.57,28.92,0,0,0,0
14,14,0.5,52,28.92,0,0.2,0,0
15,7,0.682,55.15,28.92,0,0.833,0,0
23,5,0.821,62.29,28.92,0.867,0.967,0.967,0.587
5,22,0.185,46.21,28.93,0,0,0,0
17,15,0.531,51.54,28.93,0,0,0,0
15,16,0.484,51.74,28.93,0,0,0,0
16,14,0.533,52.94,28.93,0,0,0,0
22,12,0.647,55.19,28.93,0,0.367,0,0.36
24,11,0.686,58.05,28.93,0.367,0.533,0,0
7,20,0.259,41.65,28.94,0,0,0,0
13,14,0.481,48.49,28.94,0,0,0,0
15,16,0.484,49.15,28.94,0,0,0,0
14,13,0.519,51.19,28.94,0,0,0,0
16,6,0.727,52.22,28.94,0,0,0,0
19,11,0.633,55.21,28.94,0,0.467,0,0
24,4,0.857,60.65,28.94,0,0.933,0.933,0.36
8,19,0.296,42.24,28.95,0,0,0,0
15,16,0.484,49.53,28.95,0,0,0,0
16,13,0.552,52.85,28.95,0,0,0,0
31,5,0.861,62.21,28.95,0.3,0.933,0.733,0.587
23,8,0.742,62.3,28.95,0.9,0.967,0.833,0.851
4,20,0.167,44.86,28.96,0,0,0,0
12,17,0.414,47.4,28.96,0,0,0,0
14,18,0.438,49.72,28.96,0,0,0,0
21,14,0.6,53.18,28.96,0,0,0,0
19,13,0.594,54.04,28.96,0.467,0.6,0,0
20,14,0.588,54.28,28.96,0,0,0,0
21,13,0.618,55.27,28.96,0.8,0.9,0,0
23,11,0.676,58.78,28.96,0.533,0.733,0,0.36
9,18,0.333,42.59,28.97,0,0,0,0
22,11,0.667,57.82,28.97,0,0,0,0.587
22,5,0.815,58.64,28.97,0,1,0.933,0.851
25,7,0.781,60.68,28.97,0.967,0.967,0.8,1
24,8,0.75,61.49,28.97,0,0.433,0.333,0.587
7,17,0.292,45.01,28.98,0,0,0,0
13,15,0.464,47.14,28.98,0,0,0,0
13,13,0.5,48.53,28.98,0,0,0,0
13,12,0.52,49.33,28.98,0,0,0,0
19,14,0.576,51.87,28.98,0,0,0,0
24,8,0.75,54.47,28.98,0.867,0.9,0.6,0.714
18,17,0.514,51.05,28.99,0,0,0,0
20,14,0.588,52.59,28.99,0,0,0,0
20,12,0.625,54.11,28.99,0,0.4,0,0
14,10,0.583,54.5,28.99,0.7,0.7,0,0
20,6,0.769,57.18,28.99,0.767,0.933,0.767,0.714
27,8,0.771,57.54,28.99,0,0.733,0.633,0.36
24,7,0.774,61.35,28.99,0,0.667,0.567,0.26
29,4,0.879,62.6,28.99,0.767,1,0.867,0.851
31,1,0.969,72.67,28.99,0.933,1,0.933,0.714
13,13,0.5,47.67,29,0,0,0,0
13,19,0.406,48.61,29,0,0,0,0
14,18,0.438,49.58,29,0.367,0.4,0,0
12,14,0.462,51.74,29,0,0,0,0
17,9,0.654,53.11,29,0,0,0,0
18,14,0.563,53.39,29,0,0,0,0
19,13,0.594,53.87,29,0,0,0,0
21,14,0.6,56.01,29,0,0,0,0
22,7,0.759,56.83,29,0,0,0,0.851
35,4,0.897,66.86,29,0.967,0.967,0.967,0.36
8,20,0.286,43.63,29.01,0,0,0,0
7,20,0.259,45.49,29.01,0,0,0,0
16,15,0.516,50.02,29.01,0,0,0,0
16,18,0.471,50.86,29.01,0,0,0,0
19,15,0.559,53.29,29.01,0,0,0,0
16,7,0.696,57.16,29.01,0,0.933,0,0
23,7,0.767,61.56,29.01,0.867,0.9,0.767,0.36
23,5,0.821,67.31,29.01,0.9,0.967,0.9,0
13,18,0.419,46.47,29.02,0,0,0,0
11,19,0.367,47.32,29.02,0,0,0,0
9,13,0.409,47.57,29.02,0,0,0,0
13,13,0.5,49.44,29.02,0,0,0,0
13,14,0.481,49.57,29.02,0,0,0,0
17,9,0.654,49.86,29.02,0,0,0,0
15,17,0.469,50.32,29.02,0,0,0,0
20,13,0.606,55.69,29.02,0,0,0,0
16,10,0.615,56.39,29.02,0,0.367,0,0
15,18,0.455,48.04,29.03,0,0,0,0
12,19,0.387,49.18,29.03,0,0,0,0
19,10,0.655,51.18,29.03,0,0,0,0.26
21,12,0.636,51.7,29.03,0,0,0,0.26
15,14,0.517,55.21,29.03,0,0,0,0
30,4,0.882,65.23,29.03,0.933,1,0.967,0.714
6,26,0.188,43.5,29.04,0,0,0,0
11,20,0.355,43.72,29.04,0,0,0,0
8,14,0.364,45.36,29.04,0,0,0,0
10,12,0.455,49.64,29.04,0,0,0,0
19,15,0.559,53.5,29.04,0,0,0,0
22,12,0.647,57.77,29.04,0,0,0,0.36
22,8,0.733,58.36,29.04,0.6,0.933,0.5,0.26
31,4,0.886,68.39,29.04,0,0.9,0.867,0.36
18,11,0.621,53.12,29.05,0,0.233,0,0
20,15,0.571,57.45,29.05,0,0.567,0,0
23,10,0.697,59.48,29.05,0.433,0.433,0.367,0.36
23,9,0.719,59.57,29.05,0,0.7,0.233,0.26
19,5,0.792,61.99,29.05,0,0.9,0.367,0
27,7,0.794,64.02,29.05,0.3,0.767,0.567,0.714
10,17,0.37,44.53,29.06,0,0,0,0
11,21,0.344,45.08,29.06,0,0,0,0
9,18,0.333,45.32,29.06,0,0,0,0
14,17,0.452,46.07,29.06,0,0,0,0
18,12,0.6,52.68,29.06,0,0,0,0
18,11,0.621,54.3,29.06,0,0.367,0.367,0.587
9,19,0.321,44.41,29.07,0,0,0,0
12,22,0.353,44.83,29.07,0,0,0,0
10,15,0.4,46.82,29.07,0,0,0,0
11,16,0.407,48.58,29.07,0,0,0,0
16,14,0.533,49.04,29.07,0,0,0,0
15,14,0.517,50.79,29.07,0,0,0,0
15,11,0.577,51.44,29.07,0,0,0,0
20,14,0.588,54.06,29.07,0,0,0,0
17,15,0.531,54.09,29.07,0.467,0.467,0,0
20,9,0.69,59.79,29.07,0,0.733,0,0.587
5,21,0.192,40.01,29.08,0,0,0,0
10,13,0.435,43.22,29.08,0,0,0,0
11,9,0.55,49.68,29.08,0,0,0,0
16,9,0.64,49.76,29.08,0,0.533,0,0.26
15,13,0.536,51.85,29.08,0.633,0.667,0,0
17,15,0.531,54.35,29.08,0,0,0,0
24,5,0.828,56.67,29.08,0,0.8,0.467,0
27,5,0.844,66.63,29.08,0.333,0.9,0.8,0.714
8,24,0.25,41.94,29.09,0,0,0,0
12,18,0.4,43.19,29.09,0,0,0,0
14,17,0.452,47.97,29.09,0,0,0,0
29,6,0.829,57.29,29.09,0,0.7,0.7,0.36
18,12,0.6,57.5,29.09,0.4,0.4,0,0.26
22,5,0.815,58.56,29.09,0,0.9,0.9,0.714
20,10,0.667,59.31,29.09,0.9,0.933,0.3,0.26
23,6,0.793,60.47,29.09,0.8,1,0.8,0.36
19,5,0.792,62.56,29.09,0,0.967,0,0
27,7,0.794,63.26,29.09,0,0.633,0.633,0.36
9,18,0.333,42.49,29.1,0,0,0,0
17,12,0.586,51.73,29.1,0,0,0,0
16,11,0.593,53.8,29.1,0.6,0.733,0,0
17,15,0.531,55.33,29.1,0,0,0,0
5,23,0.179,38.16,29.11,0,0,0,0
3,23,0.115,38.16,29.11,0,0,0,0
8,19,0.296,45.99,29.11,0,0,0,0
12,18,0.4,49.94,29.11,0,0,0,0
13,15,0.464,50.3,29.11,0,0,0,0
12,17,0.414,50.88,29.11,0,0,0,0
27,8,0.771,61.33,29.11,0.633,0.9,0.5,0.36
26,6,0.813,65.75,29.11,0.9,0.9,0.733,0.36
10,16,0.385,47.98,29.12,0,0,0,0
17,15,0.531,49.74,29.12,0,0,0,0
15,18,0.455,50.61,29.12,0,0,0,0
18,16,0.529,51.17,29.12,0,0,0,0
18,16,0.529,53.53,29.12,0,0,0,0
29,8,0.784,61.43,29.12,0.7,0.767,0.533,0.714
9,19,0.321,46.31,29.13,0,0,0,0
14,15,0.483,47.42,29.13,0,0,0,0
15,16,0.484,51.29,29.13,0,0,0,0
17,16,0.515,55.26,29.13,0,0,0,0
21,12,0.636,55.8,29.13,0,0.2,0,0
10,14,0.417,46.74,29.14,0,0,0,0
10,15,0.4,46.82,29.14,0,0,0,0
15,18,0.455,48.75,29.14,0,0,0,0
14,13,0.519,48.88,29.14,0,0,0,0
14,16,0.467,49.34,29.14,0,0,0,0
14,13,0.519,50.47,29.14,0,0,0,0
