w,l,wl,srs_adj,sos_adj,ap_pre,ap_high,ap_final,adj_ncaa
22,8,0.733,42.51,16.66,0,0,0,0.36
21,9,0.7,43.42,16.66,0,0,0,0.26
21,11,0.656,47.21,16.66,0,0,0,0.26
7,21,0.25,24.43,16.67,0,0,0,0
4,24,0.143,27.18,16.67,0,0,0,0
10,17,0.37,32.02,16.67,0,0,0,0
10,18,0.357,33.22,16.67,0,0,0,0
9,19,0.321,33.54,16.67,0,0,0,0
12,13,0.48,33.66,16.67,0,0,0,0
10,16,0.385,34.78,16.67,0,0,0,0
14,15,0.483,35.56,16.67,0,0,0,0
14,13,0.519,36.01,16.67,0,0,0,0
16,11,0.593,38.06,16.67,0,0,0,0
13,10,0.565,44.88,16.67,0,0,0,0
17,9,0.654,44.97,16.67,0,0,0,0
7,19,0.269,28.48,16.68,0,0,0,0
6,22,0.214,29.73,16.68,0,0,0,0
11,20,0.355,30.46,16.68,0,0,0,0
11,10,0.524,30.63,16.68,0,0,0,0
8,15,0.348,33.45,16.68,0,0,0,0
12,18,0.4,33.51,16.68,0,0,0,0
15,12,0.556,36.32,16.68,0,0,0,0
19,14,0.576,42.54,16.68,0,0,0,0
12,17,0.414,31.01,16.69,0,0,0,0
12,21,0.364,33.17,16.69,0,0,0,0
15,16,0.484,36.1,16.69,0,0,0,0
20,13,0.606,38.37,16.69,0,0,0,0
13,13,0.5,39.69,16.69,0,0,0,0
16,15,0.516,39.84,16.69,0,0,0,0
27,6,0.818,46.24,16.69,0,0,0,0.36
10,14,0.417,27.98,16.7,0,0,0,0
5,18,0.217,34.25,16.7,0,0,0,0
11,18,0.379,35.48,16.7,0,0,0,0
18,7,0.72,47.76,16.7,0,0,0,0
20,7,0.741,47.77,16.7,0,0,0,0.26
24,4,0.857,48.55,16.7,0,0,0,0.26
11,16,0.407,30.85,16.71,0,0,0,0
5,16,0.238,33.7,16.71,0,0,0,0
10,17,0.37,34.52,16.71,0,0,0,0
9,11,0.45,35.09,16.71,0,0,0,0
7,17,0.292,35.59,16.71,0,0,0,0
15,11,0.577,38.57,16.71,0,0,0,0
13,18,0.419,38.74,16.71,0,0,0,0
16,12,0.571,39.76,16.71,0,0,0,0
18,11,0.621,40.21,16.71,0,0,0,0.26
8,16,0.333,27.04,16.72,0,0,0,0
6,20,0.231,27.68,16.72,0,0,0,0
7,19,0.269,28.06,16.72,0,0,0,0
12,14,0.462,31.58,16.72,0,0,0,0
19,7,0.731,44.07,16.72,0,0,0,0
1,26,0.037,24.41,16.73,0,0,0,0
12,17,0.414,32.2,16.73,0,0,0,0
10,16,0.385,33.54,16.73,0,0,0,0
11,12,0.478,33.83,16.73,0,0,0,0
17,11,0.607,40.88,16.73,0,0,0,0
15,10,0.6,43,16.73,0,0,0,0
18,10,0.643,44.13,16.73,0,0,0,0
10,21,0.323,26.79,16.74,0,0,0,0
9,19,0.321,29.58,16.74,0,0,0,0
7,20,0.259,31.71,16.74,0,0,0,0
11,15,0.423,34.41,16.74,0,0,0,0
13,15,0.464,36.4,16.74,0,0,0,0
16,16,0.5,38.02,16.74,0,0,0,0
17,11,0.607,40.25,16.74,0,0,0,0
21,7,0.75,43.85,16.74,0,0,0,0
19,12,0.613,44.19,16.74,0,0,0,0.26
9,18,0.333,29.99,16.75,0,0,0,0
8,19,0.296,32.56,16.75,0,0,0,0
13,14,0.481,34.17,16.75,0,0,0,0
10,18,0.357,34.34,16.75,0,0,0,0
12,12,0.5,34.63,16.75,0,0,0,0
13,16,0.448,34.67,16.75,0,0,0,0
15,14,0.517,36.7,16.75,0,0,0,0
14,13,0.519,37.9,16.75,0,0,0,0
18,12,0.6,40.37,16.75,0,0,0,0
17,13,0.567,40.43,16.75,0,0,0,0
19,10,0.655,42.71,16.75,0,0,0,0
3,21,0.125,23.74,16.76,0,0,0,0
4,24,0.143,29.79,16.76,0,0,0,0
11,17,0.393,35.49,16.76,0,0,0,0
15,13,0.536,39.09,16.76,0,0,0,0
23,9,0.719,42.59,16.76,0,0,0,0
24,7,0.774,48.58,16.76,0,0,0,0
5,17,0.227,18.25,16.77,0,0,0,0
5,22,0.185,24.12,16.77,0,0,0,0
10,23,0.303,29.72,16.77,0,0,0,0
12,12,0.5,30.54,16.77,0,0,0,0
11,15,0.423,30.73,16.77,0,0,0,0
12,20,0.375,32.19,16.77,0,0,0,0
16,13,0.552,34.48,16.77,0,0,0,0
15,14,0.517,37.17,16.77,0,0,0,0
11,16,0.407,37.82,16.77,0,0,0,0
16,15,0.516,39.94,16.77,0,0,0,0
16,13,0.552,40.6,16.77,0,0,0,0
16,6,0.727,44.1,16.77,0,0.567,0,0
5,22,0.185,28.3,16.78,0,0,0,0
8,20,0.286,28.97,16.78,0,0,0,0
11,19,0.367,34.2,16.78,0,0,0,0
9,19,0.321,36.79,16.78,0,0,0,0
17,13,0.567,38.11,16.78,0,0,0,0
9,19,0.321,26.07,16.79,0,0,0,0
9,20,0.31,28.46,16.79,0,0,0,0
16,16,0.5,32.59,16.79,0,0,0,0
18,10,0.643,41.88,16.79,0,0,0,0
19,12,0.613,42.34,16.79,0,0,0,0
20,12,0.625,42.55,16.79,0,0,0,0
21,9,0.7,42.75,16.79,0,0.567,0.367,0.26
21,8,0.724,46.55,16.79,0,0,0,0
8,20,0.286,28.27,16.8,0,0,0,0
9,15,0.375,31.3,16.8,0,0,0,0
11,16,0.407,31.98,16.8,0,0,0,0
11,22,0.333,31.99,16.8,0,0,0,0
14,13,0.519,32.74,16.8,0,0,0,0
10,18,0.357,33.1,16.8,0,0,0,0
14,15,0.483,35.93,16.8,0,0,0,0
15,15,0.5,36.81,16.8,0,0,0,0
21,12,0.636,39.17,16.8,0,0,0,0.26
11,15,0.423,28.41,16.81,0,0,0,0
10,17,0.37,29.32,16.81,0,0,0,0
10,14,0.417,30.06,16.81,0,0,0,0
10,17,0.37,30.8,16.81,0,0,0,0
10,21,0.323,30.81,16.81,0,0,0,0
7,19,0.269,33,16.81,0,0,0,0
11,20,0.355,35.2,16.81,0,0,0,0
13,11,0.542,36.27,16.81,0,0,0,0
13,13,0.5,36.82,16.81,0,0,0,0
15,16,0.484,36.82,16.81,0,0,0,0
15,17,0.469,37.06,16.81,0,0,0,0
18,7,0.72,41.05,16.81,0,0,0,0
20,11,0.645,41.09,16.81,0,0,0,0.26
21,7,0.75,41.32,16.81,0,0,0,0
6,21,0.222,27.33,16.82,0,0,0,0
2,26,0.071,27.85,16.82,0,0,0,0
16,12,0.571,36.79,16.82,0,0,0,0
22,8,0.733,40.41,16.82,0,0,0,0
22,9,0.71,40.88,16.82,0,0,0,0
20,9,0.69,42.04,16.82,0,0,0,0
16,11,0.593,42.54,16.82,0,0,0,0
25,5,0.833,52.71,16.82,0,0,0,0.36
5,18,0.217,25.09,16.83,0,0,0,0
9,13,0.409,27.17,16.83,0,0,0,0
12,16,0.429,30.83,16.83,0,0,0,0
7,18,0.28,32.09,16.83,0,0,0,0
15,15,0.5,37.54,16.83,0,0,0,0
17,12,0.586,37.83,16.83,0,0,0,0
14,11,0.56,38.34,16.83,0,0,0,0
22,8,0.733,43.38,16.83,0,0,0,0.26
5,26,0.161,27.45,16.84,0,0,0,0
11,15,0.423,27.96,16.84,0,0,0,0
10,17,0.37,32.16,16.84,0,0,0,0
11,14,0.44,32.75,16.84,0,0,0,0
13,15,0.464,35.32,16.84,0,0,0,0
14,17,0.452,36.15,16.84,0,0,0,0
14,16,0.467,36.43,16.84,0,0,0,0
16,14,0.533,41.02,16.84,0,0,0,0
19,13,0.594,41.94,16.84,0,0,0,0
18,11,0.621,44.84,16.84,0,0,0,0.587
10,11,0.476,30.4,16.85,0,0,0,0
6,21,0.222,30.63,16.85,0,0,0,0
15,17,0.469,30.82,16.85,0,0,0,0.26
12,13,0.48,33.16,16.85,0,0,0,0
10,19,0.345,33.29,16.85,0,0,0,0
16,13,0.552,36.24,16.85,0,0,0,0
12,14,0.462,36.44,16.85,0,0,0,0
15,13,0.536,39.25,16.85,0,0,0,0
30,7,0.811,49.88,16.85,0,0,0,0
12,11,0.522,32.04,16.86,0,0,0,0
7,20,0.259,32.33,16.86,0,0,0,0
12,19,0.387,34.07,16.86,0,0,0,0
10,12,0.455,34.45,16.86,0,0,0,0
9,11,0.45,35.23,16.86,0,0,0,0
14,13,0.519,36.54,16.86,0,0,0,0
13,12,0.52,37.22,16.86,0,0,0,0
13,15,0.464,39.01,16.86,0,0,0,0
7,21,0.25,29.68,16.87,0,0,0,0
17,15,0.531,36.42,16.87,0,0,0,0
23,7,0.767,46,16.87,0,0,0,0
20,7,0.741,46.55,16.87,0,0,0,0
7,19,0.269,30.08,16.88,0,0,0,0
13,17,0.433,36.56,16.88,0,0,0,0
18,6,0.75,41.29,16.88,0,0,0,0.26
6,22,0.214,24.21,16.89,0,0,0,0
12,16,0.429,33.4,16.89,0,0,0,0
12,16,0.429,33.81,16.89,0,0,0,0
13,19,0.406,34.6,16.89,0,0,0,0
14,16,0.467,34.61,16.89,0,0,0,0
9,22,0.29,35.98,16.89,0,0,0,0
16,13,0.552,41.15,16.89,0,0,0,0
3,24,0.111,22.04,16.9,0,0,0,0
11,20,0.355,33.35,16.9,0,0,0,0
13,17,0.433,34.14,16.9,0,0,0,0
13,18,0.419,34.59,16.9,0,0,0,0
15,12,0.556,34.61,16.9,0,0,0,0
11,16,0.407,35.13,16.9,0,0,0,0
10,14,0.417,35.51,16.9,0,0,0,0
15,11,0.577,37.03,16.9,0,0,0,0
14,10,0.583,38.04,16.9,0,0,0,0
17,13,0.567,38.95,16.9,0,0,0,0
20,7,0.741,40.91,16.9,0,0,0,0
20,10,0.667,42.12,16.9,0,0,0,0.26
22,9,0.71,43.99,16.9,0,0,0,0
9,20,0.31,30.35,16.91,0,0,0,0
13,20,0.394,33.76,16.91,0,0,0,0
11,20,0.355,33.97,16.91,0,0,0,0
13,14,0.481,36.39,16.91,0,0,0,0
17,9,0.654,42.81,16.91,0,0,0,0
20,10,0.667,44.29,16.91,0,0,0,0.26
23,9,0.719,45.6,16.91,0,0,0,0
9,18,0.333,29.63,16.92,0,0,0,0
12,14,0.462,30.81,16.92,0,0,0,0
9,22,0.29,32.5,16.92,0,0,0,0
8,20,0.286,33.17,16.92,0,0,0,0
11,16,0.407,34.11,16.92,0,0,0,0
13,14,0.481,34.2,16.92,0,0,0,0
9,20,0.31,35.6,16.92,0,0,0,0
14,16,0.467,35.97,16.92,0,0,0,0
12,16,0.429,36.72,16.92,0,0,0,0
16,12,0.571,40.65,16.92,0,0,0,0
11,15,0.423,28.88,16.93,0,0,0,0
11,15,0.423,28.98,16.93,0,0,0,0
11,13,0.458,33.75,16.93,0,0,0,0
14,15,0.483,34.83,16.93,0,0,0,0
13,15,0.464,36.3,16.93,0,0,0,0
14,14,0.5,36.51,16.93,0,0,0,0
13,15,0.464,37.23,16.93,0,0,0,0
14,13,0.519,37.36,16.93,0,0,0,0
17,13,0.567,38.23,16.93,0,0,0,0
14,10,0.583,39.2,16.93,0,0,0,0
22,12,0.647,40.12,16.93,0,0,0,0
16,10,0.615,40.23,16.93,0,0,0,0
17,11,0.607,42.44,16.93,0,0,0,0
23,3,0.885,47.74,16.93,0,0.433,0,0.26
24,6,0.8,48.94,16.93,0,0.667,0.633,0.26
3,18,0.143,20.66,16.94,0,0,0,0
10,18,0.357,23.74,16.94,0,0,0,0
8,18,0.308,28.49,16.94,0,0,0,0
10,15,0.4,32.44,16.94,0,0,0,0
14,15,0.483,34.15,16.94,0,0,0,0
14,14,0.5,34.26,16.94,0,0,0,0
12,17,0.414,36.52,16.94,0,0,0,0
14,13,0.519,38.38,16.94,0,0,0,0
16,12,0.571,40.02,16.94,0,0,0,0
19,11,0.633,44.52,16.94,0,0,0,0.26
14,11,0.56,44.85,16.94,0,0,0,0
20,14,0.588,45.22,16.94,0,0,0,0
22,5,0.815,46.4,16.94,0,0,0,0
21,8,0.724,53.08,16.94,0,0,0,0
2,26,0.071,14.53,16.95,0,0,0,0
3,25,0.107,22.15,16.95,0,0,0,0
7,19,0.269,28.3,16.95,0,0,0,0
9,15,0.375,33.32,16.95,0,0,0,0
9,16,0.36,33.69,16.95,0,0,0,0
10,20,0.333,35.09,16.95,0,0,0,0
16,6,0.727,43.33,16.95,0,0,0,0
3,24,0.111,24.26,16.96,0,0,0,0
5,23,0.179,26.51,16.96,0,0,0,0
17,15,0.531,37.2,16.96,0,0,0,0
15,15,0.5,37.43,16.96,0,0,0,0
16,13,0.552,38.54,16.96,0,0,0,0
22,8,0.733,41.21,16.96,0,0,0,0
18,8,0.692,42.41,16.96,0,0,0,0
22,6,0.786,43.93,16.96,0,0,0,0
25,6,0.806,47.61,16.96,0,0,0,0
3,24,0.111,25.6,16.97,0,0,0,0
23,12,0.657,38.62,16.97,0,0,0,0
15,13,0.536,39.81,16.97,0,0,0,0
15,9,0.625,41.73,16.97,0,0,0,0
24,8,0.75,43.96,16.97,0,0,0,0.26
8,17,0.32,29.4,16.98,0,0,0,0
11,13,0.458,31.95,16.98,0,0,0,0
10,19,0.345,32.03,16.98,0,0,0,0
11,18,0.379,32.35,16.98,0,0,0,0
10,21,0.323,33.24,16.98,0,0,0,0
17,11,0.607,37.31,16.98,0,0,0,0.587
14,9,0.609,40.11,16.98,0,0,0,0
13,17,0.433,33.24,16.99,0,0,0,0
12,18,0.4,34.83,16.99,0,0,0,0
13,16,0.448,36.42,16.99,0,0,0,0
19,7,0.731,40.92,16.99,0,0,0,0
26,5,0.839,49.12,16.99,0,0,0,0.26
28,6,0.824,53.24,16.99,0,0,0,0.36
7,16,0.304,22.08,17,0,0,0,0
7,20,0.259,25.12,17,0,0,0,0
5,23,0.179,25.55,17,0,0,0,0
9,20,0.31,29.94,17,0,0,0,0
9,18,0.333,30.28,17,0,0,0,0
9,21,0.3,32.06,17,0,0,0,0
10,16,0.385,32.5,17,0,0,0,0
8,18,0.308,34.08,17,0,0,0,0
13,14,0.481,36.36,17,0,0,0,0
15,13,0.536,36.63,17,0,0,0,0
18,10,0.643,36.98,17,0,0,0,0
13,15,0.464,39.41,17,0,0,0,0
5,22,0.185,25.26,17.01,0,0,0,0
8,22,0.267,27.02,17.01,0,0,0,0
13,8,0.619,30.06,17.01,0,0,0,0
11,16,0.407,31.06,17.01,0,0,0,0
7,23,0.233,32.49,17.01,0,0,0,0
16,12,0.571,36.08,17.01,0,0,0,0
16,14,0.533,36.97,17.01,0,0,0,0
16,10,0.615,38.56,17.01,0,0,0,0
13,14,0.481,38.72,17.01,0,0,0,0
21,12,0.636,39.39,17.01,0,0,0,0
18,13,0.581,39.78,17.01,0,0,0,0
18,13,0.581,41.19,17.01,0,0,0,0
7,22,0.241,26.15,17.02,0,0,0,0
6,22,0.214,29.85,17.02,0,0,0,0
11,18,0.379,30.17,17.02,0,0,0,0
13,15,0.464,32.49,17.02,0,0,0,0
9,16,0.36,32.62,17.02,0,0,0,0
8,19,0.296,33.37,17.02,0,0,0,0
13,18,0.419,35.22,17.02,0,0,0,0
14,19,0.424,35.29,17.02,0,0,0,0
13,18,0.419,35.57,17.02,0,0,0,0
15,13,0.536,36.38,17.02,0,0,0,0
15,14,0.517,37.02,17.02,0,0,0,0
17,13,0.567,37.13,17.02,0,0,0,0.26
17,10,0.63,38.57,17.02,0,0,0,0
18,13,0.581,40.24,17.02,0,0,0,0
19,11,0.633,41.11,17.02,0,0,0,0
24,10,0.706,41.64,17.02,0,0,0,0
15,9,0.625,41.79,17.02,0,0,0,0
22,7,0.759,43.27,17.02,0,0,0,0
4,23,0.148,23.7,17.03,0,0,0,0
6,21,0.222,31.35,17.03,0,0,0,0
13,13,0.5,38.3,17.03,0,0,0,0
15,12,0.556,39.95,17.03,0,0,0,0
19,6,0.76,44.21,17.03,0,0,0,0
9,18,0.333,30.77,17.04,0,0,0,0
14,17,0.452,33.13,17.04,0,0,0,0
13,18,0.419,33.48,17.04,0,0,0,0
15,16,0.484,33.96,17.04,0,0,0,0
15,13,0.536,39.01,17.04,0,0,0,0
22,9,0.71,42.14,17.04,0,0,0,0
17,9,0.654,47.31,17.04,0,0,0,0
7,20,0.259,30.12,17.05,0,0,0,0
5,25,0.167,32.85,17.05,0,0,0,0
11,16,0.407,33.24,17.05,0,0,0,0
11,11,0.5,33.6,17.05,0,0,0,0
11,10,0.524,35.05,17.05,0,0,0,0
18,10,0.643,36.9,17.05,0,0,0,0
15,13,0.536,38.64,17.05,0,0,0,0
20,8,0.714,43.08,17.05,0,0,0,0
20,10,0.667,45.92,17.05,0,0,0,0
20,7,0.741,48.92,17.05,0,0,0,0.26
7,24,0.226,29.22,17.06,0,0,0,0
11,15,0.423,31.57,17.06,0,0,0,0
10,22,0.313,31.74,17.06,0,0,0,0
11,12,0.478,33.31,17.06,0,0,0,0
10,17,0.37,34.37,17.06,0,0,0,0
7,14,0.333,35.01,17.06,0,0,0,0
15,14,0.517,35.08,17.06,0,0,0,0
13,14,0.481,36.68,17.06,0,0,0,0
12,13,0.48,37.02,17.06,0,0,0,0
16,12,0.571,39.38,17.06,0,0,0,0
17,9,0.654,39.79,17.06,0,0,0,0
3,24,0.111,23.74,17.07,0,0,0,0
6,25,0.194,26.62,17.07,0,0,0,0
7,18,0.28,29.3,17.07,0,0,0,0
11,16,0.407,31.03,17.07,0,0,0,0
7,20,0.259,31.28,17.07,0,0,0,0
10,15,0.4,33.25,17.07,0,0,0,0
13,16,0.448,35.62,17.07,0,0,0,0
16,9,0.64,41.72,17.07,0,0,0,0.26
20,9,0.69,46.66,17.07,0,0,0,0
16,7,0.696,49.41,17.07,0,0,0,0
6,18,0.25,30.98,17.08,0,0,0,0
8,20,0.286,33.6,17.08,0,0,0,0
15,13,0.536,35.91,17.08,0,0,0,0
11,17,0.393,37.39,17.08,0,0,0,0
17,12,0.586,37.46,17.08,0,0,0,0
23,7,0.767,46.91,17.08,0,0,0,0.26
26,5,0.839,49.27,17.08,0,0,0,0.26
22,6,0.786,52.63,17.08,0,0.333,0,0.26
6,18,0.25,24.64,17.09,0,0,0,0
11,16,0.407,36.64,17.09,0,0,0,0
20,11,0.645,39.96,17.09,0,0,0,0
23,6,0.793,45.88,17.09,0,0,0,0
14,9,0.609,32.98,17.1,0,0,0,0
8,19,0.296,35.28,17.1,0,0,0,0
9,17,0.346,36.23,17.1,0,0,0,0
13,15,0.464,38.14,17.1,0,0,0,0
18,10,0.643,43.95,17.1,0,0,0,0.26
7,24,0.226,29.59,17.11,0,0,0,0
10,18,0.357,31.12,17.11,0,0,0,0
9,18,0.333,32.09,17.11,0,0,0,0
13,16,0.448,34.21,17.11,0,0,0,0
11,12,0.478,36.01,17.11,0,0,0,0
14,17,0.452,37.1,17.11,0,0,0,0
21,10,0.677,42.88,17.11,0,0,0,0
19,9,0.679,44.92,17.11,0,0,0,0
9,23,0.281,28.39,17.12,0,0,0,0
9,19,0.321,31.3,17.12,0,0,0,0
10,15,0.4,33.67,17.12,0,0,0,0
16,17,0.485,35.48,17.12,0,0,0,0
14,14,0.5,37.42,17.12,0,0,0,0
17,11,0.607,40.03,17.12,0,0,0,0
16,11,0.593,40.54,17.12,0,0,0,0
20,8,0.714,46.09,17.12,0,0,0,0
9,18,0.333,32.84,17.13,0,0,0,0
9,20,0.31,32.87,17.13,0,0,0,0
15,16,0.484,37.89,17.13,0,0,0,0
15,12,0.556,38.28,17.13,0,0,0,0
19,12,0.613,40.06,17.13,0,0,0,0.26
13,14,0.481,41.87,17.13,0,0,0,0
23,9,0.719,44.15,17.13,0,0,0,0
2,25,0.074,10.69,17.14,0,0,0,0
1,25,0.038,20.28,17.14,0,0,0,0
8,11,0.421,32.63,17.14,0,0,0,0
12,18,0.4,34.92,17.14,0,0,0,0
14,17,0.452,35.38,17.14,0,0,0,0
11,15,0.423,36.45,17.14,0,0,0,0
15,5,0.75,39.94,17.14,0,0,0,0
18,13,0.581,41.69,17.14,0,0,0,0
13,13,0.5,41.92,17.14,0,0,0,0
21,10,0.677,42.83,17.14,0,0,0,0
21,8,0.724,43.53,17.14,0,0,0,0
21,11,0.656,43.93,17.14,0,0,0,0
17,4,0.81,44.61,17.14,0,0,0,0
16,8,0.667,45.09,17.14,0,0,0,0
6,19,0.24,27.7,17.15,0,0,0,0
5,23,0.179,29.7,17.15,0,0,0,0
6,19,0.24,31.89,17.15,0,0,0,0
14,14,0.5,32.93,17.15,0,0,0,0
11,19,0.367,33.5,17.15,0,0,0,0.26
9,22,0.29,34.59,17.15,0,0,0,0
13,17,0.433,35.35,17.15,0,0,0,0
14,12,0.538,35.95,17.15,0,0,0,0
15,14,0.517,39.66,17.15,0,0,0,0
17,10,0.63,43.28,17.15,0,0.633,0,0
20,10,0.667,43.82,17.15,0,0,0,0
19,8,0.704,46.15,17.15,0,0,0,0
8,16,0.333,22.35,17.16,0,0,0,0
3,25,0.107,22.96,17.16,0,0,0,0
6,22,0.214,25.23,17.16,0,0,0,0
4,23,0.148,26.26,17.16,0,0,0,0
10,19,0.345,28.17,17.16,0,0,0,0
10,17,0.37,32.82,17.16,0,0,0,0
10,22,0.313,32.88,17.16,0,0,0,0
14,11,0.56,33,17.16,0,0,0,0
12,19,0.387,33.26,17.16,0,0,0,0
10,17,0.37,34.48,17.16,0,0,0,0
12,14,0.462,35.12,17.16,0,0,0,0
20,10,0.667,42.1,17.16,0,0,0,0
20,11,0.645,42.2,17.16,0,0,0,0
3,21,0.125,24.27,17.17,0,0,0,0
7,24,0.226,26.55,17.17,0,0,0,0
4,22,0.154,27.72,17.17,0,0,0,0
8,18,0.308,30.53,17.17,0,0,0,0
9,17,0.346,31.46,17.17,0,0,0,0
15,15,0.5,34.26,17.17,0,0,0,0
19,10,0.655,41.8,17.17,0,0,0,0
28,2,0.933,54.8,17.17,0,0,0,0.36
5,16,0.238,26.63,17.18,0,0,0,0
12,17,0.414,31.37,17.18,0,0,0,0
10,15,0.4,32.93,17.18,0,0,0,0
18,16,0.529,35.26,17.18,0,0,0,0
21,12,0.636,39.82,17.18,0,0,0,0.26
19,9,0.679,39.89,17.18,0,0,0,0
20,12,0.625,40.86,17.18,0,0,0,0
18,11,0.621,42.33,17.18,0,0,0,0
4,26,0.133,27.28,17.19,0,0,0,0
11,21,0.344,29.98,17.19,0,0,0,0
6,23,0.207,30.49,17.19,0,0,0,0
11,18,0.379,31.92,17.19,0,0,0,0
16,12,0.571,37.65,17.19,0,0,0,0
15,9,0.625,43.15,17.19,0,0,0,0
20,7,0.741,43.16,17.19,0,0,0,0
19,11,0.633,43.44,17.19,0,0,0,0
8,19,0.296,20.98,17.2,0,0,0,0
7,19,0.269,26.15,17.2,0,0,0,0
8,16,0.333,32.75,17.2,0,0,0,0
17,17,0.5,33.62,17.2,0,0,0,0
12,14,0.462,33.93,17.2,0,0,0,0
8,23,0.258,34.55,17.2,0,0,0,0
12,16,0.429,36.02,17.2,0,0,0,0
18,12,0.6,40.75,17.2,0,0,0,0
17,9,0.654,41.63,17.2,0,0,0,0.26
22,5,0.815,46.62,17.2,0,0,0,0
4,19,0.174,25.81,17.21,0,0,0,0
6,27,0.182,28.56,17.21,0,0,0,0
11,18,0.379,32.36,17.21,0,0,0,0
7,21,0.25,33.4,17.21,0,0,0,0
12,18,0.4,33.47,17.21,0,0,0,0
13,14,0.481,33.65,17.21,0,0,0,0
13,17,0.433,35.62,17.21,0,0,0,0
23,8,0.742,43.76,17.21,0,0,0,0
19,9,0.679,44.12,17.21,0,0,0,0
8,18,0.308,30.12,17.22,0,0,0,0
13,13,0.5,32.86,17.22,0,0,0,0
9,21,0.3,33.11,17.22,0,0,0,0
10,19,0.345,35.57,17.22,0,0,0,0
11,15,0.423,35.58,17.22,0,0,0,0
14,13,0.519,38.96,17.22,0,0,0,0
20,12,0.625,40.89,17.22,0,0,0,0
24,11,0.686,41.8,17.22,0,0,0,0.26
15,8,0.652,42.58,17.22,0,0,0,0
19,10,0.655,44.13,17.22,0,0,0,0
26,5,0.839,47.71,17.22,0,0,0,0.26
8,18,0.308,26.82,17.23,0,0,0,0
11,23,0.324,27.33,17.23,0,0,0,0
9,11,0.45,32.78,17.23,0,0,0,0
11,17,0.393,34.14,17.23,0,0,0,0
15,18,0.455,39.15,17.23,0,0,0,0
17,13,0.567,39.49,17.23,0,0,0,0
19,12,0.613,39.53,17.23,0,0,0,0
24,11,0.686,43.31,17.23,0,0,0,0.26
15,7,0.682,49.01,17.23,0,0,0,0
8,25,0.242,27.24,17.24,0,0,0,0
6,21,0.222,27.97,17.24,0,0,0,0
12,14,0.462,29.59,17.24,0,0,0,0
7,24,0.226,30.88,17.24,0,0,0,0
11,15,0.423,32.9,17.24,0,0,0,0
13,14,0.481,34.4,17.24,0,0,0,0
14,14,0.5,35,17.24,0,0,0,0
13,16,0.448,35.87,17.24,0,0,0,0
19,13,0.594,36.46,17.24,0,0,0,0
13,14,0.481,37.58,17.24,0,0,0,0
12,16,0.429,38.01,17.24,0,0,0,0
14,15,0.483,38.4,17.24,0,0,0,0
24,9,0.727,43.15,17.24,0,0,0,0.26
8,20,0.286,28.12,17.25,0,0,0,0
8,16,0.333,31.05,17.25,0,0,0,0
9,19,0.321,32.3,17.25,0,0,0,0
8,20,0.286,32.45,17.25,0,0,0,0
11,16,0.407,32.85,17.25,0,0,0,0
8,18,0.308,33.52,17.25,0,0,0,0
12,15,0.444,33.68,17.25,0,0,0,0
10,14,0.417,35.64,17.25,0,0,0,0
11,11,0.5,40.15,17.25,0,0,0,0
24,11,0.686,46.61,17.25,0,0,0,0.587
8,19,0.296,28.62,17.26,0,0,0,0
7,21,0.25,29.21,17.26,0,0,0,0
16,8,0.667,38.96,17.26,0,0,0,0
17,15,0.531,39.59,17.26,0,0,0,0
23,8,0.742,43.6,17.26,0,0,0,0.26
19,9,0.679,45.64,17.26,0,0,0,0
17,6,0.739,47.39,17.26,0,0,0,0
4,24,0.143,27.46,17.27,0,0,0,0
10,17,0.37,35.05,17.27,0,0,0,0
13,18,0.419,36.37,17.27,0,0,0,0
12,14,0.462,36.86,17.27,0,0,0,0
13,15,0.464,37.34,17.27,0,0,0,0
17,11,0.607,39.9,17.27,0,0,0,0
16,14,0.533,40.09,17.27,0,0,0,0
10,9,0.526,42.04,17.27,0,0,0,0
16,9,0.64,43.99,17.27,0,0,0,0
24,12,0.667,44.99,17.27,0,0,0,0.36
21,8,0.724,50.46,17.27,0,0,0,0.26
16,5,0.762,55.49,17.27,0,0,0,0
6,20,0.231,24.75,17.28,0,0,0,0
7,23,0.233,26.42,17.28,0,0,0,0
6,21,0.222,29.13,17.28,0,0,0,0
22,9,0.71,41.33,17.28,0,0,0,0.26
18,8,0.692,42.89,17.28,0,0,0,0
20,7,0.741,45.65,17.28,0,0,0,0
24,6,0.8,47.33,17.28,0,0,0,0.26
12,20,0.375,28.81,17.29,0,0,0,0
7,19,0.269,30.32,17.29,0,0,0,0
13,15,0.464,36.72,17.29,0,0,0,0
14,9,0.609,37.94,17.29,0,0,0,0
15,12,0.556,40.5,17.29,0,0,0,0
17,13,0.567,40.57,17.29,0,0,0,0
21,7,0.75,45.88,17.29,0,0,0,0
6,20,0.231,26.6,17.3,0,0,0,0
7,19,0.269,30.25,17.3,0,0,0,0
10,17,0.37,31.01,17.3,0,0,0,0
6,22,0.214,33,17.3,0,0,0,0
9,18,0.333,33.29,17.3,0,0,0,0
9,18,0.333,33.85,17.3,0,0,0,0
17,16,0.515,34.58,17.3,0,0,0,0
14,16,0.467,35.43,17.3,0,0,0,0
12,19,0.387,35.79,17.3,0,0,0,0
17,17,0.5,37.56,17.3,0,0,0,0
20,8,0.714,38.81,17.3,0,0,0,0
20,13,0.606,41.94,17.3,0,0,0,0
18,6,0.75,44.08,17.3,0,0,0,0
16,7,0.696,48.04,17.3,0,0,0,0
