w,l,wl,srs_adj,sos_adj,pts_for,pts_vs,pts_total,ap_pre_adj,ap_high_adj,ap_final_adj,pts_diff_adj,ncaa_adj
18,14,0.563,43.68,21.21,68.3,66.3,134.6,0,0,0,28.7,0
17,12,0.586,45.73,22.32,68.3,66.3,134.6,0,0,0,28.7,0
20,15,0.571,46.18,22.72,64.2,62.2,126.4,0,0.267,0,28.7,0
18,15,0.545,43.01,19.51,77.7,75.6,153.3,0.567,0.667,0,28.8,0
16,14,0.533,20.06,2.33,64.3,62.2,126.5,0,0,0,28.8,0
15,14,0.517,26.82,3.97,76.9,74.8,151.7,0,0,0,28.8,0
11,16,0.407,26.78,4.72,77.7,75.6,153.3,0,0,0,28.8,0
17,12,0.586,29.72,7.97,72.3,70.2,142.5,0,0,0,28.8,0
15,14,0.517,27.81,8.17,73.7,71.6,145.3,0,0,0,28.8,0
20,13,0.606,31.37,8.46,66.8,64.7,131.5,0,0,0,28.8,0
15,12,0.556,31.15,8.58,78,75.9,153.9,0,0,0,28.8,0
18,13,0.581,32.08,9,71.4,69.3,140.7,0,0,0,28.8,0
20,12,0.625,32.73,9.2,64.3,62.2,126.5,0,0,0,28.8,0
19,13,0.594,33.09,9.55,65,62.9,127.9,0,0,0,28.8,0
19,13,0.594,30.23,9.58,67.7,65.6,133.3,0,0,0,28.8,0
17,16,0.515,32.91,10.01,71.4,69.3,140.7,0,0,0,28.8,0
16,14,0.533,31.05,10.43,73.4,71.3,144.7,0,0,0,28.8,0
15,13,0.536,31.48,10.51,75.9,73.8,149.7,0,0,0,28.8,0
21,15,0.583,34.71,11.53,70.6,68.5,139.1,0,0,0,28.8,0
13,16,0.448,34.75,11.66,66.2,64.1,130.3,0,0,0,28.8,0
18,13,0.581,35.14,11.67,71.4,69.3,140.7,0,0,0,28.8,0
19,13,0.594,36.36,13.57,69.3,67.2,136.5,0,0,0,28.8,0
18,16,0.529,33.71,13.63,71.4,69.3,140.7,0,0,0,28.8,0
19,13,0.594,37.76,14.2,62.5,60.4,122.9,0,0,0,28.8,0
14,13,0.519,37.88,14.32,70.7,68.6,139.3,0,0,0,28.8,0
15,12,0.556,37.94,15.17,70.7,68.6,139.3,0,0,0,28.8,0
16,15,0.516,38.97,15.4,70.3,68.2,138.5,0,0,0,28.8,0
17,16,0.515,40.48,16.98,60.5,58.4,118.9,0,0,0,28.8,0
22,11,0.667,40.18,17.42,65.6,63.5,129.1,0,0,0,28.8,0
18,14,0.563,40.13,18.05,62.4,60.3,122.7,0,0,0,28.8,0
18,14,0.563,41.61,18.07,71.8,69.7,141.5,0,0,0,28.8,0
21,17,0.553,42.08,18.69,73.8,71.7,145.5,0,0,0,28.8,0
20,13,0.606,43.51,20.01,76.3,74.2,150.5,0,0,0,28.8,0
15,15,0.5,41.25,20.11,62.9,60.8,123.7,0,0,0,28.8,0
20,14,0.588,43.75,20.22,68.9,66.8,135.7,0,0,0,28.8,0
14,17,0.452,44.03,20.46,74.9,72.8,147.7,0,0,0,28.8,0
14,18,0.438,44.22,20.74,77.2,75.1,152.3,0,0,0,28.8,0
20,16,0.556,44.32,21.74,66.6,64.5,131.1,0,0,0,28.8,0
13,16,0.448,46.94,23.43,73.1,71,144.1,0,0,0,28.8,0
17,16,0.515,24.73,3.06,67.9,65.7,133.6,0,0,0,28.9,0
17,15,0.531,30.46,6.93,67.6,65.4,133,0,0,0,28.9,0
14,15,0.483,28.72,7.65,71.1,68.9,140,0,0,0,28.9,0
17,11,0.607,31.75,8.13,71.5,69.3,140.8,0,0,0,28.9,0
18,14,0.563,31.21,8.54,69,66.8,135.8,0,0,0,28.9,0
16,15,0.516,31.68,8.67,72.3,70.1,142.4,0,0,0,28.9,0
13,16,0.448,28.26,8.97,70.9,68.7,139.6,0,0,0,28.9,0
18,12,0.6,32.57,11.16,83,80.8,163.8,0,0,0,28.9,0
14,18,0.438,32.88,11.41,76.6,74.4,151,0,0,0,28.9,0
15,12,0.556,34.97,11.45,69.3,67.1,136.4,0,0,0,28.9,0
18,16,0.529,34.65,12.03,68,65.8,133.8,0,0,0,28.9,0
16,12,0.571,33.42,12.05,70.2,68,138.2,0,0,0,28.9,0
14,15,0.483,33.58,12.24,71.5,69.3,140.8,0,0,0,28.9,0
12,16,0.429,31.42,12.47,71.1,68.9,140,0,0,0,28.9,0
19,13,0.594,35.75,13.22,72.4,70.2,142.6,0,0,0,28.9,0
22,16,0.579,37.86,14.27,68.1,65.9,134,0,0,0,28.9,0
16,14,0.533,37.65,14.41,62.4,60.2,122.6,0,0,0,28.9,0
18,16,0.529,38.3,14.72,66.6,64.4,131,0,0,0,28.9,0
18,16,0.529,38.16,15.97,79.4,77.2,156.6,0,0,0,28.9,0
16,13,0.552,39.92,16.3,68.6,66.4,135,0,0,0,28.9,0
18,14,0.563,40.48,16.82,63.8,61.6,125.4,0,0,0,28.9,0
18,13,0.581,40.54,17,70.9,68.7,139.6,0,0,0,28.9,0
17,13,0.567,41.03,17.42,64.6,62.4,127,0,0,0,28.9,0
21,18,0.538,39.44,18.19,72.7,70.5,143.2,0,0,0,28.9,0
18,14,0.563,40.03,18.72,70,67.8,137.8,0,0,0,28.9,0
20,14,0.588,42.39,18.78,69.6,67.4,137,0,0,0,28.9,0
15,16,0.484,42.25,19.54,62.4,60.2,122.6,0,0,0,28.9,0
13,14,0.481,46.79,23.16,75.3,73.1,148.4,0,0,0,28.9,0
14,17,0.452,45.89,23.31,74.5,72.3,146.8,0,0,0,28.9,0
14,15,0.483,48.12,24.57,74.9,72.7,147.6,0,0,0,28.9,0
18,15,0.545,31.21,7.5,72.8,70.5,143.3,0,0,0,29,0
15,13,0.536,29.65,8.05,74.9,72.6,147.5,0,0,0,29,0
19,11,0.633,29.32,8.18,64.4,62.1,126.5,0,0,0,29,0
18,14,0.563,32.29,8.53,64.6,62.3,126.9,0,0,0,29,0
15,13,0.536,30.85,9.02,64.4,62.1,126.5,0,0,0,29,0
16,12,0.571,31.22,9.04,66.3,64,130.3,0,0,0,29,0
19,13,0.594,28.3,9.22,72.5,70.2,142.7,0,0,0,29,0
17,13,0.567,33.24,9.53,68.6,66.3,134.9,0,0,0,29,0
14,17,0.452,29.6,11.19,76.4,74.1,150.5,0,0,0,29,0
14,15,0.483,34.02,11.57,75.8,73.5,149.3,0,0,0,29,0
17,12,0.586,35.21,11.6,71.6,69.3,140.9,0,0,0,29,0
20,13,0.606,34.14,12.14,69.8,67.5,137.3,0,0,0,29,0
14,15,0.483,30.86,12.61,76.2,73.9,150.1,0,0,0,29,0
17,12,0.586,34.09,13.45,73.1,70.8,143.9,0,0,0,29,0
21,12,0.636,37.29,13.54,65.3,63,128.3,0,0,0,29,0
16,13,0.552,36.43,13.98,76.8,74.5,151.3,0,0,0,29,0
21,10,0.677,38.23,14.92,62.7,60.4,123.1,0,0,0,29,0
16,11,0.593,39.12,15.34,70.9,68.6,139.5,0,0,0,29,0
18,13,0.581,39.3,15.56,71.2,68.9,140.1,0,0,0,29,0
18,17,0.514,38.01,16.41,67.5,65.2,132.7,0,0,0,29,0
16,14,0.533,40.05,16.99,74,71.7,145.7,0,0,0,29,0
14,13,0.519,38.86,17.37,68.2,65.9,134.1,0,0,0,29,0
19,12,0.613,39.81,17.44,73.4,71.1,144.5,0,0,0,29,0
16,13,0.552,40.67,17.62,70.9,68.6,139.5,0,0,0,29,0
21,14,0.6,41.28,17.98,70.4,68.1,138.5,0,0,0,29,0
20,11,0.645,41.64,17.98,67.8,65.5,133.3,0,0,0,29,0
15,16,0.484,41.27,18.32,75.3,73,148.3,0,0,0,29,0
15,16,0.484,42.47,18.84,70.2,67.9,138.1,0,0,0,29,0
19,12,0.613,42.45,19.17,67.1,64.8,131.9,0,0.3,0,29,0
16,13,0.552,43.97,20.35,65.1,62.8,127.9,0,0,0,29,0
16,13,0.552,44.69,20.93,67.2,64.9,132.1,0,0,0,29,0
21,14,0.6,45.24,21.52,70.3,68,138.3,0,0,0,29,0
21,13,0.618,45.56,21.79,71.1,68.8,139.9,0,0,0,29,0
14,16,0.467,44.89,22.69,74.5,72.2,146.7,0,0,0,29,0
19,16,0.543,45.83,22.89,68.8,66.5,135.3,0,0.4,0,29,0
17,15,0.531,46.69,22.97,64.4,62.1,126.5,0,0,0,29,0
19,14,0.576,44.96,21.16,73.6,71.2,144.8,0.233,0.367,0,29.1,0
19,9,0.679,24.54,1.56,68.9,66.5,135.4,0,0,0,29.1,0
18,11,0.621,27.5,3.61,80.2,77.8,158,0,0,0,29.1,0
17,14,0.548,25.54,4.97,69.9,67.5,137.4,0,0,0,29.1,0
19,11,0.633,30.5,6.76,71,68.6,139.6,0,0,0,29.1,0
13,18,0.419,33.34,10.36,69.6,67.2,136.8,0,0,0,29.1,0
15,14,0.517,32.83,10.66,70.4,68,138.4,0,0,0,29.1,0
19,12,0.613,32.64,10.78,77.9,75.5,153.4,0,0,0,29.1,0
16,14,0.533,34.76,11.52,75.2,72.8,148,0,0,0,29.1,0
19,12,0.613,35.69,11.9,70.7,68.3,139,0,0,0,29.1,0
14,14,0.5,31.77,12.56,76.6,74.2,150.8,0,0,0,29.1,0
24,13,0.649,38.2,14.9,62.8,60.4,123.2,0,0,0,29.1,0
20,16,0.556,38.46,15.52,69.9,67.5,137.4,0,0,0,29.1,0
19,12,0.613,39,16.19,66,63.6,129.6,0,0,0,29.1,0
18,12,0.6,40.24,17.42,71.6,69.2,140.8,0,0,0,29.1,0
21,11,0.656,41.6,17.94,73.2,70.8,144,0,0,0,29.1,0
17,13,0.567,41.94,18.07,80.5,78.1,158.6,0,0,0,29.1,0
16,14,0.533,42.15,18.3,73.5,71.1,144.6,0,0,0,29.1,0
16,15,0.516,39.82,18.71,74,71.6,145.6,0,0,0,29.1,0
16,14,0.533,42.53,18.75,63.8,61.4,125.2,0,0,0,29.1,0
16,14,0.533,44.78,20.91,59.6,57.2,116.8,0,0,0,29.1,0
20,15,0.571,45.78,21.97,75,72.6,147.6,0,0,0,29.1,0
16,17,0.485,44.94,22.44,73.2,70.8,144,0,0,0,29.1,0
15,17,0.469,45.45,22.81,70.3,67.9,138.2,0,0,0,29.1,0
17,16,0.515,46.84,23.04,68.1,65.7,133.8,0,0,0,29.1,0
16,16,0.5,47.08,23.3,71.7,69.3,141,0,0,0,29.1,0
19,13,0.594,28.48,4.04,70.7,68.2,138.9,0,0,0,29.2,0
17,16,0.515,23.38,4.63,70.2,67.7,137.9,0,0,0,29.2,0
16,12,0.571,27.31,4.67,80.1,77.6,157.7,0,0,0,29.2,0
18,12,0.6,29.73,6.46,77.5,75,152.5,0,0,0,29.2,0
18,13,0.581,31.26,7.4,67.5,65,132.5,0,0,0,29.2,0
15,13,0.536,28.08,7.48,73,70.5,143.5,0,0,0,29.2,0
17,11,0.607,30.35,7.68,63.9,61.4,125.3,0,0,0,29.2,0
15,14,0.517,31.78,8.3,65.2,62.7,127.9,0,0,0,29.2,0
16,12,0.571,28.94,8.44,68.8,66.3,135.1,0,0,0,29.2,0
19,14,0.576,32.04,9.51,77.4,74.9,152.3,0,0,0,29.2,0
14,16,0.467,34.28,10.98,63,60.5,123.5,0,0,0,29.2,0
19,11,0.633,35.83,11.92,70,67.5,137.5,0,0,0,29.2,0
16,16,0.5,37.08,14.51,66.4,63.9,130.3,0,0,0,29.2,0
19,13,0.594,38.14,14.66,72.8,70.3,143.1,0,0,0,29.2,0
15,12,0.556,38.11,15.92,74.1,71.6,145.7,0,0,0,29.2,0
19,13,0.594,39.02,16.31,65.7,63.2,128.9,0,0,0,29.2,0
20,12,0.625,40.55,16.64,71,68.5,139.5,0,0,0,29.2,0
17,10,0.63,39.42,17.49,77.1,74.6,151.7,0,0,0,29.2,0
17,14,0.548,42.48,18.52,72.1,69.6,141.7,0,0,0,29.2,0
21,14,0.6,42.85,19.38,70.6,68.1,138.7,0,0,0,29.2,0
16,12,0.571,43.66,19.71,70,67.5,137.5,0,0,0,29.2,0
19,14,0.576,43.69,19.8,75.2,72.7,147.9,0,0,0,29.2,0
17,12,0.586,43.89,20,74.2,71.7,145.9,0,0,0,29.2,0
17,16,0.515,43.97,20.14,75.3,72.8,148.1,0,0,0,29.2,0
16,13,0.552,44.54,20.62,71.4,68.9,140.3,0,0.233,0,29.2,0
15,16,0.484,44.06,20.85,68.9,66.4,135.3,0,0,0,29.2,0
14,15,0.483,44.82,20.86,76.1,73.6,149.7,0,0,0,29.2,0
18,11,0.621,44.96,21.03,66.3,63.8,130.1,0,0.233,0,29.2,0
21,13,0.618,45.63,21.75,71.8,69.3,141.1,0,0,0,29.2,0
16,19,0.457,46.83,22.9,63.6,61.1,124.7,0,0,0,29.2,0
17,16,0.515,48.16,24.23,70.7,68.2,138.9,0,0,0,29.2,0
20,17,0.541,45.99,24.27,74.5,71.9,146.4,0.833,0.833,0,29.3,0
18,12,0.6,30.28,6.41,65.2,62.6,127.8,0,0,0,29.3,0
20,13,0.606,29.42,7.88,74,71.4,145.4,0,0,0,29.3,0
17,16,0.515,30.34,8.38,74.1,71.5,145.6,0,0,0,29.3,0
15,15,0.5,30.98,8.6,69.6,67,136.6,0,0,0,29.3,0
22,9,0.71,32.72,8.8,66.2,63.6,129.8,0,0,0,29.3,0
17,17,0.5,29.4,9.28,63.8,61.2,125,0,0,0,29.3,0
20,11,0.645,33.74,9.82,77.3,74.7,152,0,0,0,29.3,0
16,14,0.533,33.17,10.06,64.8,62.2,127,0,0,0,29.3,0
16,12,0.571,33.13,10.24,68.4,65.8,134.2,0,0,0,29.3,0
16,16,0.5,32.18,10.46,71.8,69.2,141,0,0,0,29.3,0
20,12,0.625,34.43,10.76,68,65.4,133.4,0,0,0,29.3,0
17,15,0.531,30.51,10.91,72.2,69.6,141.8,0,0,0,29.3,0
20,12,0.625,34.71,11.67,77.3,74.7,152,0,0,0,29.3,0
17,14,0.548,35.44,12.66,67.7,65.1,132.8,0,0,0,29.3,0
16,12,0.571,36.14,14.03,60,57.4,117.4,0,0,0,29.3,0
17,14,0.548,37.72,14.35,71.2,68.6,139.8,0,0,0,29.3,0
19,15,0.559,37.5,14.42,70.8,68.2,139,0,0,0,29.3,0
17,15,0.531,38.49,14.46,70.8,68.2,139,0,0,0,29.3,0
15,15,0.5,37.79,15.28,66.7,64.1,130.8,0,0,0,29.3,0
15,16,0.484,39.57,15.61,62.3,59.7,122,0,0,0,29.3,0
23,11,0.676,39.14,15.63,71.1,68.5,139.6,0,0,0,29.3,0
15,15,0.5,39.29,15.71,70.1,67.5,137.6,0,0,0,29.3,0
20,13,0.606,39.79,15.74,67.7,65.1,132.8,0,0,0,29.3,0
18,13,0.581,39.78,15.78,67.3,64.7,132,0,0,0,29.3,0
19,14,0.576,39.07,15.89,64.3,61.7,126,0,0,0,29.3,0
22,11,0.667,38.67,16.07,67.1,64.5,131.6,0,0,0,29.3,0
17,12,0.586,39.47,16.38,69.2,66.6,135.8,0,0,0,29.3,0
17,15,0.531,41.06,17.02,76,73.4,149.4,0,0,0,29.3,0
22,12,0.647,41.38,17.33,71.8,69.2,141,0,0,0,29.3,0
13,17,0.433,41.41,17.4,70.3,67.7,138,0,0,0,29.3,0
18,14,0.563,40.62,17.53,69.2,66.6,135.8,0,0,0,29.3,0
12,15,0.444,41.75,19.34,69.9,67.3,137.2,0,0,0,29.3,0
16,13,0.552,43.39,19.36,70.3,67.7,138,0,0,0,29.3,0
15,15,0.5,43.6,19.57,71,68.4,139.4,0,0,0,29.3,0
17,14,0.548,42.79,19.79,66.8,64.2,131,0,0,0,29.3,0
17,14,0.548,44.29,20.27,69.1,66.5,135.6,0,0,0,29.3,0
19,14,0.576,43.71,20.96,71.4,68.8,140.2,0,0,0,29.3,0
13,14,0.481,47.02,23.05,69.3,66.7,136,0,0,0,29.3,0
21,15,0.583,48.36,24.39,73.3,70.7,144,0,0,0,29.3,0
15,17,0.469,45.89,23.81,64.3,61.6,125.9,0.533,0.533,0,29.4,0
19,12,0.613,42.33,18.56,71.2,68.5,139.7,0.267,0.333,0,29.4,0
16,14,0.533,45.29,21.74,77.3,74.6,151.9,0.2,0.2,0,29.4,0
12,15,0.444,23.67,1.94,67.7,65,132.7,0,0,0,29.4,0
17,15,0.531,25.42,3.58,65.5,62.8,128.3,0,0,0,29.4,0
19,11,0.633,28,3.93,71.5,68.8,140.3,0,0,0,29.4,0
16,14,0.533,29.97,6.76,76.3,73.6,149.9,0,0,0,29.4,0
17,10,0.63,31.04,6.98,69.3,66.6,135.9,0,0,0,29.4,0
16,12,0.571,29.57,7.82,66.3,63.6,129.9,0,0,0,29.4,0
16,16,0.5,29.75,8.48,69.4,66.7,136.1,0,0,0,29.4,0
14,19,0.424,27.13,9,100.9,98.2,199.1,0,0,0,29.4,0
15,15,0.5,32.92,9.99,63.4,60.7,124.1,0,0,0,29.4,0
12,17,0.414,29.43,12.02,76.8,74.1,150.9,0,0,0,29.4,0
20,13,0.606,32.81,12.13,74.8,72.1,146.9,0,0,0,29.4,0
21,13,0.618,37.09,12.49,78.3,75.6,153.9,0,0,0,29.4,0
22,13,0.629,36.03,12.68,68.5,65.8,134.3,0,0,0,29.4,0
18,13,0.581,34.63,13.32,75.6,72.9,148.5,0,0,0,29.4,0
17,13,0.567,39.01,14.9,61.6,58.9,120.5,0,0,0,29.4,0
16,14,0.533,37.05,15,73.2,70.5,143.7,0,0,0,29.4,0
18,11,0.621,39.73,15.59,62.8,60.1,122.9,0,0,0,29.4,0
22,12,0.647,39.63,16.13,73.2,70.5,143.7,0,0,0,29.4,0
16,12,0.571,38.25,16.17,68.3,65.6,133.9,0,0,0,29.4,0
19,13,0.594,40.57,16.41,69.8,67.1,136.9,0,0,0,29.4,0
18,15,0.545,41.6,17.56,73.2,70.5,143.7,0,0,0,29.4,0
13,15,0.464,41.8,17.67,77.1,74.4,151.5,0,0,0,29.4,0
14,16,0.467,41.23,17.71,71.6,68.9,140.5,0,0,0,29.4,0
15,14,0.517,42.04,17.94,65.1,62.4,127.5,0,0,0,29.4,0
19,18,0.514,42.02,18.5,68.1,65.4,133.5,0,0,0,29.4,0
17,14,0.548,43.55,19.4,65.2,62.5,127.7,0,0,0,29.4,0
18,13,0.581,43.34,19.63,74,71.3,145.3,0,0,0,29.4,0
19,15,0.559,42.63,19.64,73,70.3,143.3,0,0.333,0,29.4,0
19,15,0.559,45.13,20.99,67.6,64.9,132.5,0,0,0,29.4,0
14,15,0.483,45.32,21.18,69.2,66.5,135.7,0,0,0,29.4,0
18,15,0.545,46.81,22.71,71,68.3,139.3,0,0,0,29.4,0
18,13,0.581,30.68,6.53,73,70.2,143.2,0,0,0,29.5,0
12,15,0.444,25.7,6.9,64.9,62.1,127,0,0,0,29.5,0
18,11,0.621,31.17,7.93,78.4,75.6,154,0,0,0,29.5,0
16,15,0.516,31.47,8.16,66,63.2,129.2,0,0,0,29.5,0
13,14,0.481,27.06,8.31,71.6,68.8,140.4,0,0,0,29.5,0
16,11,0.593,30.95,8.54,74.4,71.6,146,0,0,0,29.5,0
16,12,0.571,31.6,8.69,67.8,65,132.8,0,0,0,29.5,0
21,12,0.636,31.23,8.99,71,68.2,139.2,0,0,0,29.5,0
19,12,0.613,30.85,9.44,68.1,65.3,133.4,0,0,0,29.5,0
16,15,0.516,30.76,9.63,73.9,71.1,145,0,0,0,29.5,0
17,14,0.548,32.26,9.78,86.6,83.8,170.4,0,0,0,29.5,0
21,12,0.636,31.15,10.05,74.1,71.3,145.4,0,0,0,29.5,0
14,16,0.467,31.62,10.44,69.4,66.6,136,0,0,0,29.5,0
13,14,0.481,32.92,11.47,71.9,69.1,141,0,0,0,29.5,0
18,15,0.545,35.81,11.65,65.7,62.9,128.6,0,0,0,29.5,0
18,15,0.545,36.17,11.94,72.2,69.4,141.6,0,0,0,29.5,0
15,14,0.517,34.73,12.03,73,70.2,143.2,0,0,0,29.5,0
16,13,0.552,35.94,12.95,78,75.2,153.2,0,0,0,29.5,0
14,13,0.519,29.87,12.96,72.1,69.3,141.4,0,0,0,29.5,0
17,16,0.515,35.18,13.14,75.6,72.8,148.4,0,0,0,29.5,0
15,17,0.469,33.55,13.18,76.9,74.1,151,0,0,0,29.5,0
18,15,0.545,36.28,13.27,69.3,66.5,135.8,0,0,0,29.5,0
18,13,0.581,36.63,13.67,73.1,70.3,143.4,0,0,0,29.5,0
13,17,0.433,35.57,13.76,68.6,65.8,134.4,0,0,0,29.5,0
16,11,0.593,39.3,15.08,69.4,66.6,136,0,0,0,29.5,0
16,12,0.571,40.2,16.04,74.9,72.1,147,0,0,0,29.5,0
18,15,0.545,40.25,16.78,64.5,61.7,126.2,0,0,0,29.5,0
19,13,0.594,41.91,17.69,70.5,67.7,138.2,0,0,0,29.5,0
15,13,0.536,40.12,17.75,71.1,68.3,139.4,0,0,0,29.5,0
17,16,0.515,41.5,17.87,67.8,65,132.8,0,0,0,29.5,0
16,15,0.516,40.27,18.66,85.3,82.5,167.8,0,0,0,29.5,0
16,16,0.5,43.13,19,76.6,73.8,150.4,0,0,0,29.5,0
21,11,0.656,43.54,19.32,78.3,75.5,153.8,0,0,0,29.5,0
19,13,0.594,43.59,19.47,62.7,59.9,122.6,0,0,0,29.5,0
19,14,0.576,43.23,19.63,68.1,65.3,133.4,0,0,0,29.5,0
21,13,0.618,42.81,19.71,69.4,66.6,136,0,0,0,29.5,0
16,17,0.485,44.78,20.65,65.1,62.3,127.4,0,0,0,29.5,0
17,14,0.548,44.97,20.79,68.4,65.6,134,0,0,0,29.5,0
18,16,0.529,45.37,21.1,69.4,66.6,136,0,0,0,29.5,0
18,16,0.529,45.64,21.44,67.9,65.1,133,0,0,0,29.5,0
23,15,0.605,46.55,22.33,67.6,64.8,132.4,0,0,0,29.5,0
12,15,0.444,46.8,22.61,79.7,76.9,156.6,0,0,0,29.5,0
17,13,0.567,45.14,23.27,72.2,69.4,141.6,0,0,0,29.5,0
18,15,0.545,44.58,20.32,62.6,59.7,122.3,0.233,0.4,0,29.6,0
20,16,0.556,27.19,4.9,68.2,65.3,133.5,0,0,0,29.6,0
18,11,0.621,30.09,5.82,79.2,76.3,155.5,0,0,0,29.6,0
14,13,0.519,28.49,6.88,74.7,71.8,146.5,0,0,0,29.6,0
19,14,0.576,30.86,7.39,67.6,64.7,132.3,0,0,0,29.6,0
19,12,0.613,29.43,7.54,71.5,68.6,140.1,0,0,0,29.6,0
15,16,0.484,28.51,7.96,66,63.1,129.1,0,0,0,29.6,0
18,10,0.643,30.64,8.07,75.6,72.7,148.3,0,0,0,29.6,0
17,11,0.607,33.56,9.29,73.4,70.5,143.9,0,0,0,29.6,0
14,14,0.5,32.91,9.84,67.5,64.6,132.1,0,0,0,29.6,0
19,13,0.594,29.9,9.87,78.2,75.3,153.5,0,0,0,29.6,0
17,15,0.531,31.81,10.37,76.2,73.3,149.5,0,0,0,29.6,0
14,14,0.5,29.43,10.68,72.9,70,142.9,0,0,0,29.6,0
20,13,0.606,33.23,10.69,69.7,66.8,136.5,0,0,0,29.6,0
15,14,0.517,33.61,10.9,72.7,69.8,142.5,0,0,0,29.6,0
16,14,0.533,35.4,12.37,72.2,69.3,141.5,0,0,0,29.6,0
17,11,0.607,36.84,12.84,73.7,70.8,144.5,0,0,0,29.6,0
13,15,0.464,35.47,12.95,64.9,62,126.9,0,0,0,29.6,0
16,15,0.516,37.58,13.34,69.5,66.6,136.1,0,0,0,29.6,0
22,12,0.647,36.46,14.46,68.3,65.4,133.7,0,0,0,29.6,0
20,11,0.645,38,14.59,69.2,66.3,135.5,0,0,0,29.6,0
22,15,0.595,38.71,15.58,63.6,60.7,124.3,0,0,0,29.6,0
21,13,0.618,38.05,15.61,70.6,67.7,138.3,0,0,0,29.6,0
18,15,0.545,35.71,15.68,77.4,74.5,151.9,0,0,0,29.6,0
19,12,0.613,40.38,16,70.3,67.4,137.7,0,0,0,29.6,0
17,12,0.586,40.94,16.67,76.2,73.3,149.5,0,0,0,29.6,0
16,16,0.5,42,18.36,65.9,63,128.9,0,0,0,29.6,0
19,13,0.594,43.71,19.39,77.1,74.2,151.3,0,0,0,29.6,0
20,13,0.606,44.85,20.47,66.3,63.4,129.7,0,0,0,29.6,0
17,11,0.607,46.49,22.53,75.2,72.3,147.5,0,0,0,29.6,0
15,14,0.517,46.67,23.54,60,57.1,117.1,0,0,0,29.6,0
19,15,0.559,46.43,22.05,70.1,67.1,137.2,0.5,0.5,0,29.7,0
14,13,0.519,27.65,4.78,68.9,65.9,134.8,0,0,0,29.7,0
15,12,0.556,29.3,6.27,72.3,69.3,141.6,0,0,0,29.7,0
18,10,0.643,29.86,6.52,73.5,70.5,144,0,0,0,29.7,0
15,13,0.536,27.58,6.59,75.8,72.8,148.6,0,0,0,29.7,0
18,13,0.581,25.34,7.5,73.7,70.7,144.4,0,0,0,29.7,0
12,15,0.444,31.94,7.5,77,74,151,0,0,0,29.7,0
19,12,0.613,32.02,7.71,71.5,68.5,140,0,0,0,29.7,0
18,10,0.643,32.73,8.25,75.3,72.3,147.6,0,0,0,29.7,0
15,15,0.5,28.65,8.78,74.4,71.4,145.8,0,0,0,29.7,0
21,12,0.636,32.4,9.35,70,67,137,0,0,0,29.7,0
13,15,0.464,29.38,9.45,79.3,76.3,155.6,0,0,0,29.7,0
16,16,0.5,33.11,9.99,69.3,66.3,135.6,0,0,0,29.7,0
19,11,0.633,33.94,10.11,74.9,71.9,146.8,0,0,0,29.7,0
23,8,0.742,35.19,10.72,66.4,63.4,129.8,0,0,0,29.7,0
16,14,0.533,34.51,11.52,66.6,63.6,130.2,0,0,0,29.7,0
15,16,0.484,35.73,12.83,64.6,61.6,126.2,0,0,0,29.7,0
16,15,0.516,36.6,13.56,65.7,62.7,128.4,0,0,0,29.7,0
17,11,0.607,35.9,13.68,71.8,68.8,140.6,0,0,0,29.7,0
19,11,0.633,38.32,13.87,61.4,58.4,119.8,0,0,0,29.7,0
19,13,0.594,38.74,14.39,70.3,67.3,137.6,0,0,0,29.7,0
21,12,0.636,38.79,14.41,71.4,68.4,139.8,0,0,0,29.7,0
20,13,0.606,39.05,14.67,60.5,57.5,118,0,0,0,29.7,0
18,13,0.581,38.77,14.72,66.6,63.6,130.2,0,0,0,29.7,0
17,11,0.607,38.25,14.91,72.4,69.4,141.8,0,0,0,29.7,0
17,10,0.63,39.97,16.02,73.5,70.5,144,0,0,0,29.7,0
19,14,0.576,40.92,16.45,66.9,63.9,130.8,0,0,0,29.7,0
20,13,0.606,40.17,16.99,66.1,63.1,129.2,0,0,0,29.7,0
17,14,0.548,41.67,17.29,67.5,64.5,132,0,0,0,29.7,0
18,14,0.563,41.34,18.43,73.4,70.4,143.8,0,0,0,29.7,0
19,13,0.594,41.93,18.62,74.3,71.3,145.6,0,0.333,0,29.7,0
17,13,0.567,43.36,18.95,69.5,66.5,136,0,0,0,29.7,0
21,12,0.636,42.77,19.11,75.2,72.2,147.4,0,0,0,29.7,0
17,15,0.531,44.07,19.63,62.6,59.6,122.2,0,0,0,29.7,0
18,13,0.581,43.9,20.49,65.8,62.8,128.6,0,0,0,29.7,0
14,15,0.483,45.1,20.69,66.7,63.7,130.4,0,0,0,29.7,0
14,15,0.483,45.64,21.23,76.9,73.9,150.8,0,0,0,29.7,0
17,14,0.548,44.41,21.37,63.5,60.5,124,0,0,0,29.7,0
19,12,0.613,46.15,21.67,79.4,76.4,155.8,0,0,0,29.7,0
19,15,0.559,46.37,22.53,67.1,64.1,131.2,0,0,0,29.7,0
17,16,0.515,46.4,22.68,65,62,127,0,0,0,29.7,0
17,12,0.586,27.31,2.83,74.7,71.6,146.3,0,0,0,29.8,0
16,11,0.593,28.42,5.13,70.2,67.1,137.3,0,0,0,29.8,0
15,13,0.536,27.33,5.42,65.3,62.2,127.5,0,0,0,29.8,0
