w,l,wl,srs_adj,sos_adj,pts_for,pts_vs,pts_total,ap_pre_adj,ap_high_adj,ap_final_adj,pts_diff_adj,ncaa_adj
17,11,0.607,30.17,6.2,72.8,69.7,142.5,0,0,0,29.8,0
16,11,0.593,29.24,6.71,68.7,65.6,134.3,0,0,0,29.8,0
19,15,0.559,32.74,9.89,71.9,68.8,140.7,0,0,0,29.8,0
17,14,0.548,31.84,10.05,69.7,66.6,136.3,0,0,0,29.8,0
14,15,0.483,35.03,10.55,71.8,68.7,140.5,0,0,0,29.8,0
19,17,0.528,32.5,10.8,69.4,66.3,135.7,0,0,0,29.8,0
15,15,0.5,32.95,11.26,65.2,62.1,127.3,0,0,0,29.8,0
19,10,0.655,36.66,12.14,69.8,66.7,136.5,0,0,0,29.8,0
16,11,0.593,35.98,12.57,73.3,70.2,143.5,0,0,0,29.8,0
18,14,0.563,34.21,12.7,70.1,67,137.1,0,0,0,29.8,0
22,13,0.629,36.27,13.01,67,63.9,130.9,0,0,0,29.8,0
17,14,0.548,34.23,13.2,69.1,66,135.1,0,0,0,29.8,0
18,16,0.529,37.52,14.17,66.1,63,129.1,0,0,0,29.8,0
18,15,0.545,36.51,14.44,71.1,68,139.1,0,0,0,29.8,0
18,11,0.621,39.37,14.82,64.7,61.6,126.3,0,0,0,29.8,0
24,14,0.632,38.91,15.69,73.9,70.8,144.7,0,0,0,29.8,0
15,14,0.517,37.85,15.84,75.9,72.8,148.7,0,0,0,29.8,0
15,16,0.484,40.62,16.17,75.1,72,147.1,0,0,0,29.8,0
20,12,0.625,43.76,19.25,75.2,72.1,147.3,0,0,0,29.8,0
22,15,0.595,45.42,20.82,71.2,68.1,139.3,0,0,0,29.8,0
15,16,0.484,45.43,21.65,69.2,66.1,135.3,0,0,0,29.8,0
19,15,0.559,46.25,21.75,72.1,69,141.1,0,0,0,29.8,0
17,13,0.567,46.48,21.97,70.1,67,137.1,0,0,0,29.8,0
13,16,0.448,46.54,22.02,71.3,68.2,139.5,0,0,0,29.8,0
19,15,0.559,47.06,22.56,83.9,80.8,164.7,0,0,0,29.8,0
19,13,0.594,47.17,23.28,75.5,72.4,147.9,0,0,0,29.8,0
17,12,0.586,45.24,20.62,67.3,64.1,131.4,0.367,0.367,0,29.9,0
17,12,0.586,29.86,6.45,75.1,71.9,147,0,0,0,29.9,0
17,12,0.586,30.16,6.86,68.3,65.1,133.4,0,0,0,29.9,0
17,11,0.607,29.22,8.05,72.4,69.2,141.6,0,0,0,29.9,0
18,11,0.621,34.8,10.11,70.2,67,137.2,0,0,0,29.9,0
14,13,0.519,32.43,11.02,68.5,65.3,133.8,0,0,0,29.9,0
17,12,0.586,36.15,11.49,83.3,80.1,163.4,0,0,0,29.9,0
14,13,0.519,34.78,11.99,69.3,66.1,135.4,0,0,0,29.9,0
19,14,0.576,35.94,12.69,64.4,61.2,125.6,0,0,0,29.9,0
23,12,0.657,37.89,13.5,66.1,62.9,129,0,0,0,29.9,0
21,14,0.6,38.23,13.61,71,67.8,138.8,0,0,0,29.9,0
15,15,0.5,37.55,14.07,70,66.8,136.8,0,0,0,29.9,0
17,11,0.607,38.87,14.25,75.1,71.9,147,0,0,0,29.9,0
18,11,0.621,38.52,14.4,67.4,64.2,131.6,0,0,0,29.9,0
18,15,0.545,38.89,15.08,68.1,64.9,133,0,0,0,29.9,0
22,14,0.611,38.2,15.73,71.1,67.9,139,0,0,0,29.9,0
18,14,0.563,40.96,16.67,67.6,64.4,132,0,0,0,29.9,0
16,13,0.552,38.73,16.69,76.6,73.4,150,0,0,0,29.9,0
17,11,0.607,41.35,16.73,67.6,64.4,132,0,0,0,29.9,0
23,13,0.639,41.31,16.99,63.4,60.2,123.6,0,0,0,29.9,0
19,13,0.594,43.23,18.6,73.6,70.4,144,0,0,0,29.9,0
18,12,0.6,43.59,18.98,74.4,71.2,145.6,0,0,0,29.9,0
16,18,0.471,44.69,20.01,72.2,69,141.2,0,0,0,29.9,0
23,12,0.657,45.91,21.3,72.9,69.7,142.6,0,0.333,0,29.9,0
20,13,0.606,44.38,21.31,68.7,65.5,134.2,0,0,0,29.9,0
19,15,0.559,45.59,21.72,73,69.8,142.8,0,0,0,29.9,0
17,12,0.586,45.83,22.16,69.1,65.9,135,0,0,0,29.9,0
17,15,0.531,47.18,22.52,70.9,67.7,138.6,0,0,0,29.9,0
19,13,0.594,46.54,21.82,70.5,67.2,137.7,0.333,0.333,0,30,0
17,16,0.515,32.17,9.53,75,71.7,146.7,0,0,0,30,0
15,12,0.556,31.4,10.11,74.4,71.1,145.5,0,0,0,30,0
17,13,0.567,35.25,10.51,67.8,64.5,132.3,0,0,0,30,0
22,10,0.688,35.32,11.18,78.4,75.1,153.5,0,0,0,30,0
19,11,0.633,36.85,12.07,71.1,67.8,138.9,0,0,0,30,0
20,14,0.588,35.67,12.98,72.7,69.4,142.1,0,0,0,30,0
22,10,0.688,38.38,13.84,73.1,69.8,142.9,0,0,0,30,0
17,13,0.567,38.32,13.91,72.4,69.1,141.5,0,0,0,30,0
24,11,0.686,38.74,14.04,73.1,69.8,142.9,0,0,0,30,0
20,15,0.571,36.89,14.05,64.6,61.3,125.9,0,0,0,30,0
18,12,0.6,38.97,14.74,69.7,66.4,136.1,0,0,0,30,0
18,14,0.563,38.42,16.29,73.6,70.3,143.9,0,0,0,30,0
18,15,0.545,41.77,17.08,73.4,70.1,143.5,0,0,0,30,0
21,15,0.583,41.11,17.35,69.2,65.9,135.1,0,0,0,30,0
19,12,0.613,42.11,17.47,68.2,64.9,133.1,0,0,0,30,0
18,14,0.563,43.16,18.47,67.2,63.9,131.1,0,0,0,30,0
20,13,0.606,43.49,18.72,71.1,67.8,138.9,0,0,0,30,0
20,14,0.588,42.84,19.18,65.2,61.9,127.1,0,0,0,30,0
22,11,0.667,43.43,19.3,80.4,77.1,157.5,0,0,0,30,0
20,14,0.588,44.17,19.43,69.1,65.8,134.9,0,0.2,0,30,0
19,13,0.594,45.71,20.98,64.4,61.1,125.5,0,0,0,30,0
21,14,0.6,46.55,21.88,72.4,69.1,141.5,0,0,0,30,0
18,16,0.529,48.35,23.59,70,66.6,136.6,0.633,0.7,0,30.1,0
15,14,0.517,46.21,21.42,67.1,63.7,130.8,0.233,0.233,0,30.1,0
17,13,0.567,31.45,6.87,73.3,69.9,143.2,0,0,0,30.1,0
17,12,0.586,33.09,8.34,71.8,68.4,140.2,0,0,0,30.1,0
17,10,0.63,32.31,8.55,77.4,74,151.4,0,0,0,30.1,0
19,10,0.655,33.64,9.15,72.7,69.3,142,0,0,0,30.1,0
19,13,0.594,33.2,9.59,75.1,71.7,146.8,0,0,0,30.1,0
19,12,0.613,34.06,9.96,73.7,70.3,144,0,0,0,30.1,0
20,11,0.645,32.59,10.18,65.3,61.9,127.2,0,0,0,30.1,0
24,11,0.686,36.02,10.58,65.6,62.2,127.8,0,0,0,30.1,0
17,13,0.567,33.72,10.63,73.2,69.8,143,0,0,0,30.1,0
19,10,0.655,35.69,10.83,76.5,73.1,149.6,0,0,0,30.1,0
15,13,0.536,33.12,11.75,73.9,70.5,144.4,0,0,0,30.1,0
19,11,0.633,36.87,12.06,67.6,64.2,131.8,0,0,0,30.1,0
23,12,0.657,37.18,12.34,66.9,63.5,130.4,0,0,0,30.1,0
20,10,0.667,36.76,12.5,69.4,66,135.4,0,0,0,30.1,0
19,12,0.613,37.41,12.99,68.6,65.2,133.8,0,0,0,30.1,0
20,14,0.588,38.22,13.45,73.5,70.1,143.6,0,0,0,30.1,0
16,14,0.533,39.04,14.28,75.5,72.1,147.6,0,0,0,30.1,0
17,14,0.548,38.22,14.48,65.4,62,127.4,0,0,0,30.1,0
21,10,0.677,39.57,14.93,74.5,71.1,145.6,0,0,0,30.1,0
19,16,0.543,37.27,15.54,69.7,66.3,136,0,0,0,30.1,0
23,12,0.657,39.65,15.63,70.5,67.1,137.6,0,0,0,30.1,0
23,16,0.59,40.72,15.85,68.8,65.4,134.2,0,0,0,30.1,0
19,14,0.576,40.64,15.98,76.6,73.2,149.8,0,0,0,30.1,0
21,12,0.636,41.77,18.72,74.8,71.4,146.2,0,0,0,30.1,0
18,14,0.563,44.43,20.77,75.2,71.8,147,0,0,0,30.1,0
20,14,0.588,45.9,21.05,74.7,71.3,146,0,0,0,30.1,0
16,14,0.533,44.23,21.18,73,69.6,142.6,0,0,0,30.1,0
13,17,0.433,45.98,21.81,69.6,66.2,135.8,0,0,0,30.1,0
15,15,0.5,45.27,22.48,67.6,64.2,131.8,0,0,0,30.1,0
18,12,0.6,48.69,23.88,78.2,74.8,153,0,0,0,30.1,0
22,17,0.564,45.28,20.33,69,65.5,134.5,0.7,0.733,0,30.2,0
19,13,0.594,45.88,20.94,76.5,73,149.5,0.467,0.6,0,30.2,0
17,15,0.531,45.93,21.05,72.2,68.7,140.9,0.467,0.467,0,30.2,0
20,12,0.625,32.7,9.16,74.3,70.8,145.1,0,0,0,30.2,0
17,14,0.548,32.44,9.56,80.2,76.7,156.9,0,0,0,30.2,0
19,11,0.633,33.52,10.61,75.5,72,147.5,0,0,0,30.2,0
17,12,0.586,35.76,10.85,75,71.5,146.5,0,0,0,30.2,0
20,10,0.667,36.26,11.29,69.4,65.9,135.3,0,0,0,30.2,0
21,10,0.677,36.36,11.47,73.5,70,143.5,0,0,0,30.2,0
21,13,0.618,35.15,11.92,71.8,68.3,140.1,0,0,0,30.2,0
24,12,0.667,34.36,12.15,78.1,74.6,152.7,0,0,0,30.2,0
16,13,0.552,38.3,12.57,71.3,67.8,139.1,0,0,0,30.2,0
17,12,0.586,35.18,12.73,70.1,66.6,136.7,0,0,0,30.2,0
19,13,0.594,37.86,12.92,70,66.5,136.5,0,0,0,30.2,0
23,13,0.639,38.1,13.29,62,58.5,120.5,0,0,0,30.2,0
20,8,0.714,36.83,14.46,71.4,67.9,139.3,0,0,0,30.2,0
17,12,0.586,39.78,14.89,73.7,70.2,143.9,0,0,0,30.2,0
22,10,0.688,40.89,15.84,63.5,60,123.5,0,0,0,30.2,0
21,13,0.618,39.23,16.13,67.1,63.6,130.7,0,0,0,30.2,0
20,14,0.588,40.38,16.48,63.7,60.2,123.9,0,0,0,30.2,0
15,14,0.517,40.07,16.55,64.6,61.1,125.7,0,0,0,30.2,0
20,13,0.606,41.06,16.59,66.8,63.3,130.1,0,0,0,30.2,0
20,13,0.606,41.28,17.19,70.4,66.9,137.3,0,0,0,30.2,0
16,15,0.516,41.14,17.29,72.8,69.3,142.1,0,0,0,30.2,0
23,14,0.622,42.52,17.65,75.4,71.9,147.3,0,0,0,30.2,0
19,15,0.559,42.75,17.87,70,66.5,136.5,0,0,0,30.2,0
23,11,0.676,43.37,18.51,66.4,62.9,129.3,0,0,0,30.2,0
14,16,0.467,44.02,19.11,68.7,65.2,133.9,0,0,0,30.2,0
19,13,0.594,43.34,19.7,71.2,67.7,138.9,0,0,0,30.2,0
16,16,0.5,46.08,21.2,78.2,74.7,152.9,0,0,0,30.2,0
18,11,0.621,45.53,21.62,74.2,70.7,144.9,0,0,0,30.2,0
16,17,0.485,49.12,24.11,63.7,60.1,123.8,0.8,0.8,0,30.3,0
20,9,0.69,27.78,2.82,73.8,70.2,144,0,0,0,30.3,0
16,11,0.593,29.91,4.66,75.9,72.3,148.2,0,0,0,30.3,0
15,13,0.536,28.59,5.3,81.6,78,159.6,0,0,0,30.3,0
17,11,0.607,29.91,5.83,74.3,70.7,145,0,0,0,30.3,0
18,10,0.643,27.3,6.64,72.7,69.1,141.8,0,0,0,30.3,0
18,16,0.529,29.79,7.94,75,71.4,146.4,0,0,0,30.3,0
15,13,0.536,28.29,8.06,72.2,68.6,140.8,0,0,0,30.3,0
15,16,0.484,32.12,8.31,71.1,67.5,138.6,0,0,0,30.3,0
18,14,0.563,31.52,8.35,73.9,70.3,144.2,0,0,0,30.3,0
21,13,0.618,30.66,8.56,69.8,66.2,136,0,0,0,30.3,0
14,15,0.483,30.24,9.22,67,63.4,130.4,0,0,0,30.3,0
18,13,0.581,33.47,10.54,69.7,66.1,135.8,0,0,0,30.3,0
15,14,0.517,35.1,10.73,66,62.4,128.4,0,0,0,30.3,0
15,14,0.517,35.92,10.99,74,70.4,144.4,0,0,0,30.3,0
19,13,0.594,35.15,11.04,67.6,64,131.6,0,0,0,30.3,0
20,14,0.588,33.97,11.34,76.6,73,149.6,0,0,0,30.3,0
15,13,0.536,36.06,12.21,71.6,68,139.6,0,0,0,30.3,0
20,12,0.625,35.78,12.27,75,71.4,146.4,0,0,0,30.3,0
16,12,0.571,38.12,13.14,64.1,60.5,124.6,0,0,0,30.3,0
21,12,0.636,38.78,13.19,66.5,62.9,129.4,0,0,0,30.3,0
17,12,0.586,38.21,13.25,75,71.4,146.4,0,0,0,30.3,0
23,10,0.697,39.86,14.81,71.6,68,139.6,0,0,0,30.3,0
19,14,0.576,39.64,15.88,70.8,67.2,138,0,0,0,30.3,0
24,14,0.632,38.7,16.23,75.7,72.1,147.8,0,0,0,30.3,0
16,16,0.5,39.14,16.6,73.3,69.7,143,0,0,0,30.3,0
23,10,0.697,41.81,16.83,74.6,71,145.6,0,0,0,30.3,0
16,15,0.516,41.86,17.28,71.1,67.5,138.6,0,0,0,30.3,0
21,13,0.618,45.58,20.58,71.1,67.5,138.6,0,0.233,0,30.3,0
19,15,0.559,45.34,21.02,68.8,65.2,134,0,0,0,30.3,0
15,13,0.536,47.12,22.07,75.8,72.2,148,0,0,0,30.3,0
20,15,0.571,47.78,22.74,72.3,68.7,141,0,0,0,30.3,0
19,12,0.613,42.86,17.77,76.2,72.5,148.7,0.7,0.7,0,30.4,0
22,13,0.629,28.17,5.07,72.4,68.7,141.1,0,0,0,30.4,0
16,13,0.552,27.69,5.21,76.7,73,149.7,0,0,0,30.4,0
22,13,0.629,27.95,6.13,78,74.3,152.3,0,0,0,30.4,0
17,11,0.607,30.01,7.29,72.8,69.1,141.9,0,0,0,30.4,0
19,13,0.594,29.88,9.93,84.2,80.5,164.7,0,0,0,30.4,0
19,13,0.594,31.18,10.27,75.1,71.4,146.5,0,0,0,30.4,0
23,11,0.676,36.25,11.11,71,67.3,138.3,0,0,0,30.4,0
17,11,0.607,36.27,11.55,77.4,73.7,151.1,0,0,0,30.4,0
16,13,0.552,36.78,11.61,73.3,69.6,142.9,0,0,0,30.4,0
21,11,0.656,37.05,12.06,72.7,69,141.7,0,0,0,30.4,0
20,11,0.645,37.24,12.09,72.2,68.5,140.7,0,0,0,30.4,0
17,12,0.586,37.67,12.53,69.7,66,135.7,0,0,0,30.4,0
20,14,0.588,37.2,12.85,69.4,65.7,135.1,0,0,0,30.4,0
23,12,0.657,37.75,13.26,78.5,74.8,153.3,0,0,0,30.4,0
13,15,0.464,36.47,13.59,64.7,61,125.7,0,0,0,30.4,0
18,13,0.581,38.38,13.64,70.6,66.9,137.5,0,0,0,30.4,0
21,16,0.568,36.02,13.78,69.1,65.4,134.5,0,0,0,30.4,0
22,14,0.611,39.93,14.8,65.8,62.1,127.9,0,0,0,30.4,0
20,11,0.645,39.29,15.4,70.8,67.1,137.9,0,0,0,30.4,0
16,12,0.571,40.27,15.82,69.1,65.4,134.5,0,0,0,30.4,0
21,14,0.6,42.18,17.08,69.7,66,135.7,0,0,0,30.4,0
23,11,0.676,42.51,17.25,64.4,60.7,125.1,0,0,0,30.4,0
21,12,0.636,43.55,18.67,70.8,67.1,137.9,0,0,0,30.4,0
17,15,0.531,46.19,21.06,68.5,64.8,133.3,0,0,0,30.4,0
25,13,0.658,47.6,22.78,71.4,67.7,139.1,0,0,0,30.4,0
19,9,0.679,31.5,6.31,67.4,63.6,131,0,0,0,30.5,0
18,12,0.6,30.05,6.64,70.8,67,137.8,0,0,0,30.5,0
19,11,0.633,31.23,8.25,76,72.2,148.2,0,0,0,30.5,0
14,14,0.5,30.13,9.92,65.6,61.8,127.4,0,0,0,30.5,0
20,11,0.645,35.05,10.01,77,73.2,150.2,0,0,0,30.5,0
18,11,0.621,35.04,10.97,71.2,67.4,138.6,0,0,0,30.5,0
17,15,0.531,32.47,11.13,68.4,64.6,133,0,0,0,30.5,0
21,14,0.6,36.42,11.21,72.2,68.4,140.6,0,0,0,30.5,0
16,13,0.552,33.61,11.37,79.1,75.3,154.4,0,0,0,30.5,0
22,11,0.667,36.55,11.38,69.4,65.6,135,0,0,0,30.5,0
18,15,0.545,35.46,12.27,72.5,68.7,141.2,0,0,0,30.5,0
16,13,0.552,34.68,12.58,76.1,72.3,148.4,0,0,0,30.5,0
15,12,0.556,36.04,12.59,72.4,68.6,141,0,0,0,30.5,0
18,12,0.6,35.08,12.78,83.3,79.5,162.8,0,0,0,30.5,0
21,11,0.656,36.16,13.61,75.3,71.5,146.8,0,0,0,30.5,0
18,10,0.643,39.96,14.69,69.3,65.5,134.8,0,0,0,30.5,0
19,11,0.633,40.64,15.95,74.9,71.1,146,0,0,0,30.5,0
15,16,0.484,38.27,16.97,68.9,65.1,134,0,0,0,30.5,0
18,14,0.563,41.75,17.25,87.9,84.1,172,0,0,0,30.5,0
18,15,0.545,41.26,17.82,68.2,64.4,132.6,0,0,0,30.5,0
16,16,0.5,43.29,18.07,74,70.2,144.2,0,0,0,30.5,0
17,16,0.515,43.68,19.49,68.6,64.8,133.4,0,0,0,30.5,0
18,14,0.563,45.06,19.8,76,72.2,148.2,0,0,0,30.5,0
21,13,0.618,45.75,20.82,73.1,69.3,142.4,0,0,0,30.5,0
22,13,0.629,46.44,21.23,64.3,60.5,124.8,0,0,0,30.5,0
17,16,0.515,47.14,21.94,59.2,55.4,114.6,0,0,0,30.5,0
18,14,0.563,47.49,22.26,71.4,67.6,139,0,0,0,30.5,0
17,16,0.515,47.63,22.46,77.2,73.4,150.6,0,0,0,30.5,0
17,14,0.548,30.85,7.13,77.4,73.5,150.9,0,0,0,30.6,0
18,13,0.581,31.43,7.47,73,69.1,142.1,0,0,0,30.6,0
15,12,0.556,33.05,7.75,78.5,74.6,153.1,0,0,0,30.6,0
15,14,0.517,34.41,10.4,71.2,67.3,138.5,0,0,0,30.6,0
17,12,0.586,34.62,10.57,68.3,64.4,132.7,0,0,0,30.6,0
20,13,0.606,34.1,10.66,71.1,67.2,138.3,0,0,0,30.6,0
16,14,0.533,33.48,11.07,78,74.1,152.1,0,0,0,30.6,0
17,14,0.548,34.27,11.38,71.4,67.5,138.9,0,0,0,30.6,0
19,10,0.655,34.48,11.81,68.7,64.8,133.5,0,0,0,30.6,0
21,10,0.677,36.96,12.05,70.2,66.3,136.5,0,0,0,30.6,0
20,15,0.571,37.72,12.64,69.6,65.7,135.3,0,0,0,30.6,0
21,13,0.618,38.07,12.85,66.3,62.4,128.7,0,0,0,30.6,0
18,12,0.6,38.27,12.89,67,63.1,130.1,0,0,0,30.6,0
22,11,0.667,37.65,13.53,68.5,64.6,133.1,0,0,0,30.6,0
14,13,0.519,38.93,13.67,66,62.1,128.1,0,0,0,30.6,0
18,10,0.643,37.83,14.9,77.3,73.4,150.7,0,0,0,30.6,0
17,10,0.63,40.77,15.43,69.8,65.9,135.7,0,0,0,30.6,0
16,15,0.516,43.16,17.85,64.5,60.6,125.1,0,0,0,30.6,0
21,12,0.636,43.57,18.1,79.8,75.9,155.7,0,0,0,30.6,0
14,14,0.5,40.72,18.2,69.6,65.7,135.3,0,0,0,30.6,0
15,12,0.556,43.79,18.42,69.1,65.2,134.3,0,0,0,30.6,0
15,13,0.536,43.74,18.44,82.3,78.4,160.7,0,0,0,30.6,0
14,14,0.5,43.78,18.44,71.6,67.7,139.3,0,0,0,30.6,0
23,11,0.676,43.83,18.5,68.1,64.2,132.3,0,0.567,0,30.6,0
14,14,0.5,44.55,19.28,69.4,65.5,134.9,0,0,0,30.6,0
19,14,0.576,43.85,19.6,68.9,65,133.9,0,0,0,30.6,0
21,15,0.583,47.43,24.02,70.8,66.8,137.6,0.267,0.367,0,30.7,0
18,11,0.621,29.03,4.3,69.1,65.1,134.2,0,0,0,30.7,0
16,13,0.552,29.99,4.58,82.5,78.5,161,0,0,0,30.7,0
17,11,0.607,30.23,6.37,75.2,71.2,146.4,0,0,0,30.7,0
19,12,0.613,33.91,8.47,70,66,136,0,0,0,30.7,0
19,10,0.655,35.2,9.79,68.9,64.9,133.8,0,0,0,30.7,0
20,12,0.625,33.84,10.26,71.3,67.3,138.6,0,0,0,30.7,0
19,16,0.543,33.84,10.34,66.7,62.7,129.4,0,0,0,30.7,0
20,13,0.606,34.97,10.59,70.1,66.1,136.2,0,0,0,30.7,0
20,11,0.645,36.51,11.17,77.7,73.7,151.4,0,0,0,30.7,0
12,16,0.429,34.5,11.18,84.1,80.1,164.2,0,0,0,30.7,0
21,14,0.6,35.96,11.46,70.8,66.8,137.6,0,0,0,30.7,0
13,17,0.433,29.63,11.55,70.9,66.9,137.8,0,0,0,30.7,0
14,16,0.467,35.16,12.6,81.5,77.5,159,0,0,0,30.7,0
20,13,0.606,35.79,12.87,71.5,67.5,139,0,0,0,30.7,0
16,12,0.571,38.25,13.81,66,62,128,0,0,0,30.7,0
21,16,0.568,39.34,14.07,68.9,64.9,133.8,0,0,0,30.7,0
17,11,0.607,38.6,14.41,71.6,67.6,139.2,0,0,0,30.7,0
21,10,0.677,39.87,14.43,63.7,59.7,123.4,0,0,0,30.7,0
17,14,0.548,38.85,14.44,76.1,72.1,148.2,0,0,0,30.7,0
14,17,0.452,40.12,14.68,75.6,71.6,147.2,0,0,0,30.7,0
20,10,0.667,39.92,14.85,77.6,73.6,151.2,0,0,0,30.7,0
18,13,0.581,42.13,16.78,70.7,66.7,137.4,0,0,0,30.7,0
20,13,0.606,43.35,17.97,72.3,68.3,140.6,0,0,0,30.7,0
20,14,0.588,44.1,18.69,71.9,67.9,139.8,0,0,0,30.7,0
20,12,0.625,45.64,20.2,73.6,69.6,143.2,0,0,0,30.7,0
19,13,0.594,46.33,20.85,72.9,68.9,141.8,0,0,0,30.7,0
21,15,0.583,46.32,20.86,71.6,67.6,139.2,0,0,0,30.7,0
22,13,0.629,46.74,21.66,74.7,70.7,145.4,0,0,0,30.7,0
19,15,0.559,47.25,21.81,70.5,66.5,137,0,0,0,30.7,0
20,13,0.606,47.67,22.29,68.6,64.6,133.2,0,0,0,30.7,0
20,14,0.588,48.01,22.6,78,74,152,0,0,0,30.7,0
20,15,0.571,44.13,18.66,64.1,60,124.1,0.467,0.467,0,30.8,0
20,15,0.571,48.96,23.46,75.8,71.7,147.5,0.4,0.4,0,30.8,0
18,9,0.667,26.69,1.72,80,75.9,155.9,0,0,0,30.8,0
18,11,0.621,30.33,4.78,77.9,73.8,151.7,0,0,0,30.8,0
14,15,0.483,26.37,7.12,91.3,87.2,178.5,0,0,0,30.8,0
20,10,0.667,30.1,7.21,75.6,71.5,147.1,0,0,0,30.8,0
14,16,0.467,31.48,9.4,73.5,69.4,142.9,0,0,0,30.8,0
18,12,0.6,32.09,10.4,73.1,69,142.1,0,0,0,30.8,0
20,15,0.571,35.62,11.44,71,66.9,137.9,0,0,0,30.8,0
24,14,0.632,33.86,11.56,64.6,60.5,125.1,0,0,0,30.8,0
21,10,0.677,38.16,12.59,66.1,62,128.1,0,0,0,30.8,0
22,10,0.688,38.64,13.14,73.8,69.7,143.5,0,0,0,30.8,0
21,11,0.656,39.29,14.25,69.4,65.3,134.7,0,0,0,30.8,0
22,15,0.595,37.64,15.11,65.5,61.4,126.9,0,0,0,30.8,0
17,11,0.607,39.29,15.76,75.9,71.8,147.7,0,0,0,30.8,0
18,14,0.563,41.84,16.5,76,71.9,147.9,0,0,0,30.8,0
15,13,0.536,38.7,16.6,69.3,65.2,134.5,0,0,0,30.8,0
24,9,0.727,42.4,16.93,75.9,71.8,147.7,0,0,0,30.8,0
20,14,0.588,43.04,17.24,68.9,64.8,133.7,0,0,0,30.8,0
22,11,0.667,43.37,18.43,74.1,70,144.1,0,0,0,30.8,0
18,13,0.581,44.77,19.26,64.5,60.4,124.9,0,0,0,30.8,0
17,14,0.548,45.88,20.34,70.1,66,136.1,0,0,0,30.8,0
14,14,0.5,45.24,20.83,68,63.9,131.9,0,0,0,30.8,0
20,14,0.588,47.51,21.98,71.8,67.7,139.5,0,0,0,30.8,0
17,12,0.586,47.92,22.38,69.8,65.7,135.5,0,0,0,30.8,0
19,14,0.576,48.68,23.14,76.3,72.2,148.5,0,0.3,0,30.8,0
18,13,0.581,47.76,22.12,67.6,63.4,131,0.267,0.267,0,30.9,0
17,11,0.607,30.14,7.11,70.8,66.6,137.4,0,0,0,30.9,0
16,13,0.552,28.4,7.75,80.3,76.1,156.4,0,0,0,30.9,0
14,15,0.483,31.64,7.79,64.9,60.7,125.6,0,0,0,30.9,0
18,12,0.6,32.28,9.34,72.4,68.2,140.6,0,0,0,30.9,0
16,13,0.552,31.62,9.36,73.3,69.1,142.4,0,0,0,30.9,0
14,16,0.467,31.12,10.51,81.5,77.3,158.8,0,0,0,30.9,0
18,15,0.545,35.27,10.66,64.7,60.5,125.2,0,0,0,30.9,0
19,13,0.594,35.41,11.26,76,71.8,147.8,0,0,0,30.9,0
19,8,0.704,37.41,11.77,71.2,67,138.2,0,0,0,30.9,0
24,11,0.686,37.62,12.04,71.2,67,138.2,0,0,0,30.9,0
22,15,0.595,38.79,13.1,65.3,61.1,126.4,0,0,0,30.9,0
18,11,0.621,37.26,13.35,71.1,66.9,138,0,0,0,30.9,0
19,15,0.559,36.51,13.47,68.9,64.7,133.6,0,0,0,30.9,0
16,13,0.552,37.75,13.84,66.2,62,128.2,0,0,0,30.9,0
20,12,0.625,36.97,14,71.4,67.2,138.6,0,0,0,30.9,0
18,15,0.545,40.01,14.39,63.3,59.1,122.4,0,0,0,30.9,0
25,12,0.676,39.5,14.48,71,66.8,137.8,0,0,0,30.9,0
16,12,0.571,37.14,14.53,75.5,71.3,146.8,0,0,0,30.9,0
20,13,0.606,40.71,15.06,75.2,71,146.2,0,0,0,30.9,0
14,13,0.519,41.73,16.1,67.2,63,130.2,0,0,0,30.9,0
21,13,0.618,41.89,16.92,78.9,74.7,153.6,0,0,0,30.9,0
18,14,0.563,43,17.34,67.3,63.1,130.4,0,0,0,30.9,0
19,12,0.613,42.06,17.51,74.2,70,144.2,0,0,0,30.9,0
16,15,0.516,41.46,17.6,73.2,69,142.2,0,0,0,30.9,0
22,11,0.667,43.01,18.34,72.4,68.2,140.6,0,0,0,30.9,0
20,13,0.606,44.33,18.74,71.8,67.6,139.4,0,0,0,30.9,0
21,12,0.636,44.98,19.3,72,67.8,139.8,0,0.533,0,30.9,0
15,18,0.455,46.26,21.29,69.5,65.3,134.8,0,0,0,30.9,0
22,11,0.667,47.79,22.29,72.9,68.7,141.6,0,0.2,0,30.9,0
20,11,0.645,46.38,20.71,66.4,62.1,128.5,0.567,0.833,0,31,0
19,10,0.655,25.95,2.84,74.5,70.2,144.7,0,0,0,31,0
20,8,0.714,32.24,6.86,80.2,75.9,156.1,0,0,0,31,0
18,14,0.563,30.36,7.85,82.9,78.6,161.5,0,0,0,31,0
23,12,0.657,30.46,8.95,75.5,71.2,146.7,0,0,0,31,0
21,11,0.656,35.77,9.12,74.8,70.5,145.3,0,0,0,31,0
20,13,0.606,33.78,9.28,71.2,66.9,138.1,0,0,0,31,0
18,10,0.643,35.19,9.46,72.1,67.8,139.9,0,0,0,31,0
16,15,0.516,34.37,9.92,72.4,68.1,140.5,0,0,0,31,0
21,12,0.636,35.72,9.98,63.5,59.2,122.7,0,0,0,31,0
17,11,0.607,34.28,10.02,74.2,69.9,144.1,0,0,0,31,0
17,12,0.586,33.9,10.61,69.4,65.1,134.5,0,0,0,31,0
21,11,0.656,35.14,10.63,72.9,68.6,141.5,0,0,0,31,0
14,15,0.483,34.31,10.94,75.4,71.1,146.5,0,0,0,31,0
